,Unnamed: 0,dataset_id,transformer,clf,noise_level,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,mean_test_accuracy
460,460,1492,VAE,LogisticRegression,20.0,0.005617977528089888,0.01876172607879925,0.016885553470919325,0.013755085692602824
461,461,1492,VAE,GaussianNB,20.0,0.0299625468164794,0.04690431519699812,0.0225140712945591,0.03312697776934554
462,462,1492,VAE,KNeighborsClassifier,20.0,0.06179775280898876,0.0525328330206379,0.0600375234521576,0.058122703093928085
463,463,1492,VAE,DecisionTreeClassifier,20.0,0.0599250936329588,0.054409005628517824,0.04127579737335835,0.051869965544945
464,464,1492,SAE,LogisticRegression,20.0,0.0449438202247191,0.04127579737335835,0.0450281425891182,0.04374925339573188
465,465,1492,SAE,GaussianNB,20.0,0.06367041198501873,0.054409005628517824,0.05628517823639775,0.0581215319499781
466,466,1492,SAE,KNeighborsClassifier,20.0,0.06179775280898876,0.06191369606003753,0.05628517823639775,0.059998875701808015
467,467,1492,SAE,DecisionTreeClassifier,20.0,0.05430711610486892,0.0600375234521576,0.0450281425891182,0.053124260715381566
468,468,1492,DAE,LogisticRegression,20.0,0.048689138576779034,0.050656660412757966,0.04690431519699812,0.04875003806217837
469,469,1492,DAE,GaussianNB,20.0,0.05617977528089888,0.0450281425891182,0.039399624765478425,0.0468691808784985
470,470,1492,DAE,KNeighborsClassifier,20.0,0.0749063670411985,0.08818011257035648,0.07129455909943715,0.07812701290366404
471,471,1492,DAE,DecisionTreeClassifier,20.0,0.05617977528089888,0.04878048780487805,0.04878048780487805,0.051246916963551666
472,472,1492,AE,LogisticRegression,20.0,0.05243445692883896,0.0675422138836773,0.04315196998123828,0.054376213597918166
473,473,1492,AE,GaussianNB,20.0,0.04681647940074907,0.06566604127579738,0.04878048780487805,0.053754336160474835
474,474,1492,AE,KNeighborsClassifier,20.0,0.05617977528089888,0.050656660412757966,0.0825515947467167,0.06312934348012451
475,475,1492,AE,DecisionTreeClassifier,20.0,0.041198501872659166,0.035647279549718566,0.0450281425891182,0.04062464133716531
476,476,1492,None,LogisticRegression,20.0,0.06554307116104867,0.050656660412757966,0.039399624765478425,0.05186645211309502
477,477,1492,None,GaussianNB,20.0,0.0749063670411985,0.08630393996247655,0.06378986866791744,0.0750000585571975
478,478,1492,None,KNeighborsClassifier,20.0,0.06367041198501873,0.0600375234521576,0.0525328330206379,0.058746922819271415
479,479,1492,None,DecisionTreeClassifier,20.0,0.17415730337078653,0.17636022514071295,0.15572232645403378,0.16874661832184445
480,480,1492,VAE,LogisticRegression,25.0,0.011235955056179777,0.0075046904315197,0.01125703564727955,0.009999227044993007
481,481,1492,VAE,GaussianNB,25.0,0.009363295880149813,0.024390243902439025,0.020637898686679174,0.018130479489756005
482,482,1492,VAE,KNeighborsClassifier,25.0,0.06741573033707865,0.07129455909943715,0.08442776735459663,0.07437935226370414
483,483,1492,VAE,DecisionTreeClassifier,25.0,0.05056179775280899,0.0600375234521576,0.08067542213883677,0.06375824778126778
484,484,1492,SAE,LogisticRegression,25.0,0.024344569288389517,0.035647279549718566,0.04127579737335835,0.03375588207048881
485,485,1492,SAE,GaussianNB,25.0,0.05056179775280899,0.039399624765478425,0.04690431519699812,0.04562191257176185
486,486,1492,SAE,KNeighborsClassifier,25.0,0.06179775280898876,0.050656660412757966,0.0825515947467167,0.06500200265615448
487,487,1492,SAE,DecisionTreeClassifier,25.0,0.05056179775280899,0.04878048780487805,0.035647279549718566,0.04499652170246854
488,488,1492,DAE,LogisticRegression,25.0,0.058052434456928835,0.039399624765478425,0.050656660412757966,0.04936957321172175
489,489,1492,DAE,GaussianNB,25.0,0.05056179775280899,0.035647279549718566,0.035647279549718566,0.04061878561741538
490,490,1492,DAE,KNeighborsClassifier,25.0,0.0898876404494382,0.06191369606003753,0.0900562851782364,0.08061920722923738
491,491,1492,DAE,DecisionTreeClassifier,25.0,0.05430711610486892,0.054409005628517824,0.075046904315197,0.06125434201619458
492,492,1492,AE,LogisticRegression,25.0,0.048689138576779034,0.03189493433395872,0.04315196998123828,0.041245347630658666
493,493,1492,AE,GaussianNB,25.0,0.06179775280898876,0.035647279549718566,0.050656660412757966,0.04936723092382176
494,494,1492,AE,KNeighborsClassifier,25.0,0.06928838951310863,0.058161350844277676,0.07129455909943715,0.06624809981894114
495,495,1492,AE,DecisionTreeClassifier,25.0,0.08052434456928839,0.04690431519699812,0.03189493433395872,0.05310786470008174
496,496,1492,None,LogisticRegression,25.0,0.05617977528089888,0.04315196998123828,0.058161350844277676,0.052497698702138273
497,497,1492,None,GaussianNB,25.0,0.0898876404494382,0.06191369606003753,0.07692307692307693,0.07624147114418421
498,498,1492,None,KNeighborsClassifier,25.0,0.041198501872659166,0.05628517823639775,0.0525328330206379,0.05000550437656495
499,499,1492,None,DecisionTreeClassifier,25.0,0.17790262172284646,0.150093808630394,0.17448405253283306,0.16749349429535784
500,500,1492,VAE,LogisticRegression,30.0,0.011235955056179777,0.009380863039399627,0.013133208255159477,0.011250008783579624
501,501,1492,VAE,GaussianNB,30.0,0.033707865168539325,0.016885553470919325,0.016885553470919325,0.022492990703459326
502,502,1492,VAE,KNeighborsClassifier,30.0,0.058052434456928835,0.054409005628517824,0.07317073170731707,0.06187739059758793
503,503,1492,VAE,DecisionTreeClassifier,30.0,0.06928838951310863,0.058161350844277676,0.05628517823639775,0.061244972864594675
504,504,1492,SAE,LogisticRegression,30.0,0.02247191011235955,0.03189493433395872,0.03377110694183865,0.029379317129385636
505,505,1492,SAE,GaussianNB,30.0,0.033707865168539325,0.03377110694183865,0.03189493433395872,0.03312463548144557
506,506,1492,SAE,KNeighborsClassifier,30.0,0.0449438202247191,0.04315196998123828,0.054409005628517824,0.04750159861149173
507,507,1492,SAE,DecisionTreeClassifier,30.0,0.018726591760299626,0.0450281425891182,0.050656660412757966,0.03813713158739193
508,508,1492,DAE,LogisticRegression,30.0,0.03745318352059925,0.028142589118198873,0.0450281425891182,0.03687463840930544
509,509,1492,DAE,GaussianNB,30.0,0.024344569288389517,0.03189493433395872,0.0375234521575985,0.03125431859331558
510,510,1492,DAE,KNeighborsClassifier,30.0,0.07116104868913857,0.07129455909943715,0.08630393996247655,0.07625318258368409
511,511,1492,DAE,DecisionTreeClassifier,30.0,0.05243445692883896,0.04690431519699812,0.05628517823639775,0.051874650120744936
512,512,1492,AE,LogisticRegression,30.0,0.0299625468164794,0.039399624765478425,0.04127579737335835,0.036879322985105385
513,513,1492,AE,GaussianNB,30.0,0.033707865168539325,0.03189493433395872,0.035647279549718566,0.03375002635073887
514,514,1492,AE,KNeighborsClassifier,30.0,0.058052434456928835,0.0525328330206379,0.054409005628517824,0.054998091035361525
515,515,1492,AE,DecisionTreeClassifier,30.0,0.05243445692883896,0.0375234521575985,0.04127579737335835,0.04374456881993194
516,516,1492,None,LogisticRegression,30.0,0.031835205992509365,0.04127579737335835,0.0525328330206379,0.041881278795501874
517,517,1492,None,GaussianNB,30.0,0.041198501872659166,0.05628517823639775,0.050656660412757966,0.04938011350727164
518,518,1492,None,KNeighborsClassifier,30.0,0.03558052434456928,0.03189493433395872,0.0450281425891182,0.03750120042254873
519,519,1492,None,DecisionTreeClassifier,30.0,0.1404494382022472,0.1275797373358349,0.13696060037523453,0.13499659197110556
520,520,1492,VAE,LogisticRegression,35.0,0.005617977528089888,0.009380863039399627,0.009380863039399627,0.008126567868963047
521,521,1492,VAE,GaussianNB,35.0,0.009363295880149813,0.03189493433395872,0.013133208255159477,0.018130479489756005
522,522,1492,VAE,KNeighborsClassifier,35.0,0.041198501872659166,0.075046904315197,0.06941838649155722,0.0618879308931378
523,523,1492,VAE,DecisionTreeClassifier,35.0,0.033707865168539325,0.07879924953095685,0.05628517823639775,0.05626409764529797
524,524,1492,SAE,LogisticRegression,35.0,0.02808988764044944,0.0225140712945591,0.03377110694183865,0.02812502195894906
525,525,1492,SAE,GaussianNB,35.0,0.02247191011235955,0.0450281425891182,0.01125703564727955,0.026252362782919092
526,526,1492,SAE,KNeighborsClassifier,35.0,0.06179775280898876,0.04315196998123828,0.05628517823639775,0.05374496700887493
527,527,1492,SAE,DecisionTreeClassifier,35.0,0.05056179775280899,0.0300187617260788,0.0450281425891182,0.041869567356002
528,528,1492,DAE,LogisticRegression,35.0,0.031835205992509365,0.02626641651031895,0.04127579737335835,0.033125806625395555
529,529,1492,DAE,GaussianNB,35.0,0.02621722846441948,0.024390243902439025,0.03189493433395872,0.02750080223360574
530,530,1492,DAE,KNeighborsClassifier,35.0,0.05243445692883896,0.050656660412757966,0.06191369606003753,0.05500160446721148
531,531,1492,DAE,DecisionTreeClassifier,35.0,0.03932584269662921,0.05628517823639775,0.050656660412757966,0.048755893781928315
532,532,1492,AE,LogisticRegression,35.0,0.020599250936329583,0.02626641651031895,0.04127579737335835,0.029380488273335625
533,533,1492,AE,GaussianNB,35.0,0.0149812734082397,0.03189493433395872,0.02626641651031895,0.024380874750839124
534,534,1492,AE,KNeighborsClassifier,35.0,0.05056179775280899,0.04315196998123828,0.04315196998123828,0.04562191257176185
535,535,1492,AE,DecisionTreeClassifier,35.0,0.04681647940074907,0.04315196998123828,0.04690431519699812,0.04562425485966182
536,536,1492,None,LogisticRegression,35.0,0.020599250936329583,0.0300187617260788,0.0525328330206379,0.034383615227682095
537,537,1492,None,GaussianNB,35.0,0.03745318352059925,0.04127579737335835,0.03377110694183865,0.03750002927859875
538,538,1492,None,KNeighborsClassifier,35.0,0.03932584269662921,0.03189493433395872,0.04315196998123828,0.03812424900394207
539,539,1492,None,DecisionTreeClassifier,35.0,0.09737827715355804,0.1050656660412758,0.09943714821763602,0.10062703047082328
540,540,1492,VAE,LogisticRegression,40.0,0.011235955056179777,0.016885553470919325,0.013133208255159477,0.013751572260752859
541,541,1492,VAE,GaussianNB,40.0,0.016853932584269662,0.028142589118198873,0.024390243902439025,0.02312892186830252
542,542,1492,VAE,KNeighborsClassifier,40.0,0.06554307116104867,0.06941838649155722,0.0450281425891182,0.05999653341390804
543,543,1492,VAE,DecisionTreeClassifier,40.0,0.03932584269662921,0.06378986866791744,0.06378986866791744,0.0556351933441547
544,544,1492,SAE,LogisticRegression,40.0,0.011235955056179777,0.028142589118198873,0.035647279549718566,0.0250086079080324
545,545,1492,SAE,GaussianNB,40.0,0.020599250936329583,0.02626641651031895,0.020637898686679174,0.02250118871110924
546,546,1492,SAE,KNeighborsClassifier,40.0,0.0299625468164794,0.04878048780487805,0.06191369606003753,0.046885576893798325
547,547,1492,SAE,DecisionTreeClassifier,40.0,0.048689138576779034,0.035647279549718566,0.04315196998123828,0.042496129369245295
548,548,1492,DAE,LogisticRegression,40.0,0.016853932584269662,0.03377110694183865,0.035647279549718566,0.028757439691942294
549,549,1492,DAE,GaussianNB,40.0,0.02621722846441948,0.0225140712945591,0.02626641651031895,0.02499923875643251
550,550,1492,DAE,KNeighborsClassifier,40.0,0.031835205992509365,0.0525328330206379,0.054409005628517824,0.04625901488055503
551,551,1492,DAE,DecisionTreeClassifier,40.0,0.041198501872659166,0.0600375234521576,0.0525328330206379,0.05125628611515156
552,552,1492,AE,LogisticRegression,40.0,0.020599250936329583,0.04127579737335835,0.04315196998123828,0.0350090060969754
553,553,1492,AE,GaussianNB,40.0,0.02808988764044944,0.03377110694183865,0.02626641651031895,0.02937580369753568
554,554,1492,AE,KNeighborsClassifier,40.0,0.03558052434456928,0.04878048780487805,0.050656660412757966,0.04500589085406844
555,555,1492,AE,DecisionTreeClassifier,40.0,0.05243445692883896,0.04878048780487805,0.0375234521575985,0.04624613229710517
556,556,1492,None,LogisticRegression,40.0,0.018726591760299626,0.03189493433395872,0.03377110694183865,0.028130877678699
557,557,1492,None,GaussianNB,40.0,0.020599250936329583,0.035647279549718566,0.0225140712945591,0.026253533926869087
558,558,1492,None,KNeighborsClassifier,40.0,0.024344569288389517,0.04127579737335835,0.024390243902439025,0.030003536854728962
559,559,1492,None,DecisionTreeClassifier,40.0,0.09737827715355804,0.13696060037523453,0.10318949343339588,0.11250945698739616
560,560,1492,VAE,LogisticRegression,45.0,0.016853932584269662,0.0075046904315197,0.013133208255159477,0.012497277090316278
561,561,1492,VAE,GaussianNB,45.0,0.016853932584269662,0.01876172607879925,0.0225140712945591,0.01937657665254267
562,562,1492,VAE,KNeighborsClassifier,45.0,0.05617977528089888,0.0450281425891182,0.058161350844277676,0.05312308957143158
563,563,1492,VAE,DecisionTreeClassifier,45.0,0.041198501872659166,0.050656660412757966,0.0600375234521576,0.05063089524585825
564,564,1492,SAE,LogisticRegression,45.0,0.02621722846441948,0.013133208255159477,0.01876172607879925,0.019370720932792736
565,565,1492,SAE,GaussianNB,45.0,0.02247191011235955,0.0225140712945591,0.01876172607879925,0.021249235828572632
566,566,1492,SAE,KNeighborsClassifier,45.0,0.048689138576779034,0.035647279549718566,0.03377110694183865,0.03936917502277875
567,567,1492,SAE,DecisionTreeClassifier,45.0,0.033707865168539325,0.024390243902439025,0.0225140712945591,0.02687072678851249
568,568,1492,DAE,LogisticRegression,45.0,0.0299625468164794,0.02626641651031895,0.028142589118198873,0.028123850814999074
569,569,1492,DAE,GaussianNB,45.0,0.02247191011235955,0.024390243902439025,0.0300187617260788,0.0256269719136258
570,570,1492,DAE,KNeighborsClassifier,45.0,0.0599250936329588,0.0525328330206379,0.039399624765478425,0.05061918380635838
571,571,1492,DAE,DecisionTreeClassifier,45.0,0.05056179775280899,0.04690431519699812,0.0225140712945591,0.039993394748122066
572,572,1492,AE,LogisticRegression,45.0,0.0299625468164794,0.0225140712945591,0.02626641651031895,0.02624767820711915
573,573,1492,AE,GaussianNB,45.0,0.0299625468164794,0.028142589118198873,0.03189493433395872,0.030000023422879
574,574,1492,AE,KNeighborsClassifier,45.0,0.02808988764044944,0.03189493433395872,0.03377110694183865,0.0312519763054156
575,575,1492,AE,DecisionTreeClassifier,45.0,0.03745318352059925,0.04127579737335835,0.02626641651031895,0.034998465801425516
576,576,1492,None,LogisticRegression,45.0,0.02808988764044944,0.01876172607879925,0.03377110694183865,0.026874240220362444
577,577,1492,None,GaussianNB,45.0,0.02621722846441948,0.0225140712945591,0.035647279549718566,0.028126193102899055
578,578,1492,None,KNeighborsClassifier,45.0,0.033707865168539325,0.02626641651031895,0.020637898686679174,0.02687072678851249
579,579,1492,None,DecisionTreeClassifier,45.0,0.09925093632958802,0.08818011257035648,0.07317073170731707,0.08686726020242053
580,580,1492,VAE,LogisticRegression,50.0,0.016853932584269662,0.005628517823639775,0.013133208255159477,0.01187188622102297
581,581,1492,VAE,GaussianNB,50.0,0.024344569288389517,0.0150093808630394,0.02626641651031895,0.021873455553915955
582,582,1492,VAE,KNeighborsClassifier,50.0,0.048689138576779034,0.058161350844277676,0.06378986866791744,0.05688011936299139
583,583,1492,VAE,DecisionTreeClassifier,50.0,0.04681647940074907,0.0450281425891182,0.050656660412757966,0.04750042746754174
584,584,1492,SAE,LogisticRegression,50.0,0.01310861423220974,0.03189493433395872,0.0225140712945591,0.022505873286909187
585,585,1492,SAE,GaussianNB,50.0,0.024344569288389517,0.01876172607879925,0.024390243902439025,0.022498846423209262
586,586,1492,SAE,KNeighborsClassifier,50.0,0.048689138576779034,0.04127579737335835,0.028142589118198873,0.03936917502277875
587,587,1492,SAE,DecisionTreeClassifier,50.0,0.04307116104868914,0.02626641651031895,0.0300187617260788,0.03311877976169563
588,588,1492,DAE,LogisticRegression,50.0,0.02247191011235955,0.01876172607879925,0.0225140712945591,0.021249235828572632
589,589,1492,DAE,GaussianNB,50.0,0.024344569288389517,0.0300187617260788,0.03377110694183865,0.02937814598543565
590,590,1492,DAE,KNeighborsClassifier,50.0,0.05430711610486892,0.028142589118198873,0.04315196998123828,0.041867225068102025
591,591,1492,DAE,DecisionTreeClassifier,50.0,0.04307116104868914,0.03189493433395872,0.0525328330206379,0.042499642801095264
592,592,1492,AE,LogisticRegression,50.0,0.02621722846441948,0.028142589118198873,0.0225140712945591,0.02562462962572581
593,593,1492,AE,GaussianNB,50.0,0.016853932584269662,0.02626641651031895,0.016885553470919325,0.020001967521835983
594,594,1492,AE,KNeighborsClassifier,50.0,0.031835205992509365,0.03189493433395872,0.035647279549718566,0.033125806625395555
595,595,1492,AE,DecisionTreeClassifier,50.0,0.020599250936329583,0.0225140712945591,0.04690431519699812,0.03000587914262894
596,596,1492,None,LogisticRegression,50.0,0.018726591760299626,0.020637898686679174,0.03189493433395872,0.023753141593645843
597,597,1492,None,GaussianNB,50.0,0.016853932584269662,0.0225140712945591,0.013133208255159477,0.017500404044662746
598,598,1492,None,KNeighborsClassifier,50.0,0.02808988764044944,0.02626641651031895,0.020637898686679174,0.02499806761248252
599,599,1492,None,DecisionTreeClassifier,50.0,0.05430711610486892,0.08442776735459663,0.06378986866791744,0.06750825070912765
600,600,44,VAE,LogisticRegression,5.0,0.6043024771838331,0.6166883963494133,0.6040443574690151,0.6083450770007538
601,601,44,VAE,GaussianNB,5.0,0.5971316818774446,0.5645371577574967,0.6086105675146771,0.5900931357165394
602,602,44,VAE,KNeighborsClassifier,5.0,0.6864406779661016,0.7170795306388527,0.7090671885192433,0.7041957990413992
603,603,44,VAE,DecisionTreeClassifier,5.0,0.6160365058670143,0.6740547588005215,0.6562296151337247,0.6487736266004202
604,604,44,SAE,LogisticRegression,5.0,0.7164276401564538,0.7320730117340287,0.7377690802348337,0.7287565773751054
605,605,44,SAE,GaussianNB,5.0,0.6414602346805737,0.6427640156453716,0.6634050880626223,0.6492097794628559
606,606,44,SAE,KNeighborsClassifier,5.0,0.7359843546284224,0.7496740547588006,0.7358121330724069,0.7404901808198767
607,607,44,SAE,DecisionTreeClassifier,5.0,0.6792698826597132,0.7007822685788787,0.6797129810828441,0.6865883774404787
608,608,44,DAE,LogisticRegression,5.0,0.7268578878748371,0.7372881355932204,0.7423352902804957,0.7354937712495176
609,609,44,DAE,GaussianNB,5.0,0.7209908735332464,0.7444589308996089,0.7345075016307893,0.7333191020212149
610,610,44,DAE,KNeighborsClassifier,5.0,0.7398956975228161,0.7398956975228161,0.7266797129810828,0.7354903693422384
611,611,44,DAE,DecisionTreeClassifier,5.0,0.6897001303780965,0.6890482398956975,0.6947162426614482,0.6911548709784142
612,612,44,AE,LogisticRegression,5.0,0.7216427640156454,0.7405475880052151,0.7423352902804957,0.7348418807671188
613,613,44,AE,GaussianNB,5.0,0.7229465449804433,0.7503259452411994,0.7429876060013046,0.7387533654076491
614,614,44,AE,KNeighborsClassifier,5.0,0.7327249022164276,0.7157757496740548,0.726027397260274,0.7248426830502521
615,615,44,AE,DecisionTreeClassifier,5.0,0.6707953063885267,0.6792698826597132,0.7038486627527724,0.6846379506003375
616,616,44,None,LogisticRegression,5.0,0.6942633637548892,0.7040417209908736,0.6823222439660795,0.6935424429039475
617,617,44,None,GaussianNB,5.0,0.5221642764015645,0.5814863102998696,0.5179386823222439,0.540529756341226
618,618,44,None,KNeighborsClassifier,5.0,0.7451108213820078,0.7359843546284224,0.7221135029354208,0.7344028929819503
619,619,44,None,DecisionTreeClassifier,5.0,0.8761408083441982,0.8735332464146024,0.8551859099804305,0.8682866549130771
620,620,44,VAE,LogisticRegression,10.0,0.6088657105606258,0.5984354628422425,0.6040443574690151,0.603781843623961
621,621,44,VAE,GaussianNB,10.0,0.5123859191655802,0.6310299869621904,0.6118721461187214,0.5850960174154974
622,622,44,VAE,KNeighborsClassifier,10.0,0.6473272490221643,0.6642764015645372,0.7175472928897586,0.6763836478254867
623,623,44,VAE,DecisionTreeClassifier,10.0,0.6251629726205997,0.6408083441981747,0.6640574037834311,0.6433429068674018
624,624,44,SAE,LogisticRegression,10.0,0.7196870925684485,0.7027379400260756,0.7025440313111546,0.7083230213018928
625,625,44,SAE,GaussianNB,10.0,0.621903520208605,0.6962190352020861,0.6868884540117417,0.6683370031408109
626,626,44,SAE,KNeighborsClassifier,10.0,0.7157757496740548,0.7092568448500652,0.7168949771689498,0.7139758572310232
627,627,44,SAE,DecisionTreeClassifier,10.0,0.6610169491525424,0.6688396349413298,0.6712328767123288,0.6670298202687337
628,628,44,DAE,LogisticRegression,10.0,0.7079530638852672,0.7183833116036505,0.7221135029354208,0.7161499594747794
629,629,44,DAE,GaussianNB,10.0,0.7144719687092569,0.7294654498044328,0.7475538160469667,0.7304970781868855
630,630,44,DAE,KNeighborsClassifier,10.0,0.7086049543676662,0.7157757496740548,0.7273320287018917,0.7172375775812042
631,631,44,DAE,DecisionTreeClassifier,10.0,0.6740547588005215,0.6701434159061278,0.7051532941943901,0.6831171563003465
632,632,44,AE,LogisticRegression,10.0,0.6981747066492829,0.711212516297262,0.7071102413568167,0.7054991547677872
633,633,44,AE,GaussianNB,10.0,0.7079530638852672,0.7151238591916558,0.7110241356816699,0.7113670195861976
634,634,44,AE,KNeighborsClassifier,10.0,0.7086049543676662,0.7040417209908736,0.7181996086105675,0.7102820946563692
635,635,44,AE,DecisionTreeClassifier,10.0,0.6766623207301173,0.6903520208604954,0.6836268754076973,0.6835470723327701
636,636,44,None,LogisticRegression,10.0,0.6486310299869622,0.6342894393741851,0.6314416177429876,0.6381206957013783
637,637,44,None,GaussianNB,10.0,0.499348109517601,0.6453715775749674,0.6405740378343118,0.5950979083089599
638,638,44,None,KNeighborsClassifier,10.0,0.7073011734028684,0.6962190352020861,0.7058056099151989,0.7031086061733846
639,639,44,None,DecisionTreeClassifier,10.0,0.8383311603650587,0.8578878748370273,0.8414872798434442,0.8459021050151767
640,640,44,VAE,LogisticRegression,15.000000000000002,0.6114732724902217,0.605606258148631,0.6053489889106327,0.6074761731831618
641,641,44,VAE,GaussianNB,15.000000000000002,0.560625814863103,0.5749674054758801,0.58382257012394,0.5731385968209745
642,642,44,VAE,KNeighborsClassifier,15.000000000000002,0.6577574967405476,0.6668839634941329,0.6594911937377691,0.6613775513241499
643,643,44,VAE,DecisionTreeClassifier,15.000000000000002,0.6284224250325945,0.6434159061277706,0.6549249836921069,0.6422544382841574
644,644,44,SAE,LogisticRegression,15.000000000000002,0.7027379400260756,0.6766623207301173,0.6862361382909328,0.6885454663490419
645,645,44,SAE,GaussianNB,15.000000000000002,0.71251629726206,0.7014341590612777,0.6947162426614482,0.7028888996615953
646,646,44,SAE,KNeighborsClassifier,15.000000000000002,0.6975228161668839,0.7040417209908736,0.6914546640574037,0.6976730670717203
647,647,44,SAE,DecisionTreeClassifier,15.000000000000002,0.6694915254237288,0.7020860495436767,0.6686236138290933,0.6800670629321663
648,648,44,DAE,LogisticRegression,15.000000000000002,0.7053455019556715,0.7053455019556715,0.685583822570124,0.6987582754938223
649,649,44,DAE,GaussianNB,15.000000000000002,0.7190352020860495,0.7222946544980443,0.700587084148728,0.7139723135776074
650,650,44,DAE,KNeighborsClassifier,15.000000000000002,0.7170795306388527,0.7164276401564538,0.7058056099151989,0.7131042602368352
651,651,44,DAE,DecisionTreeClassifier,15.000000000000002,0.6760104302477183,0.6668839634941329,0.6660143509458578,0.6696362482292364
652,652,44,AE,LogisticRegression,15.000000000000002,0.6890482398956975,0.6949152542372882,0.7058056099151989,0.6965897013493949
653,653,44,AE,GaussianNB,15.000000000000002,0.7073011734028684,0.7118644067796609,0.7162426614481409,0.7118027472102234
654,654,44,AE,KNeighborsClassifier,15.000000000000002,0.7046936114732725,0.7190352020860495,0.7110241356816699,0.7115843164136639
655,655,44,AE,DecisionTreeClassifier,15.000000000000002,0.6590612777053455,0.6681877444589309,0.6764514024787998,0.6679001415476921
656,656,44,None,LogisticRegression,15.000000000000002,0.6179921773142112,0.6140808344198174,0.5962165688193085,0.6094298601844458
657,657,44,None,GaussianNB,15.000000000000002,0.6981747066492829,0.6890482398956975,0.6744944553163731,0.6872391339537846
658,658,44,None,KNeighborsClassifier,15.000000000000002,0.6962190352020861,0.7086049543676662,0.6823222439660795,0.6957154111786106
659,659,44,None,DecisionTreeClassifier,15.000000000000002,0.8155149934810951,0.8409387222946545,0.8493150684931506,0.8352562614229667
660,660,44,VAE,LogisticRegression,20.0,0.6016949152542372,0.6069100391134289,0.6066536203522505,0.6050861915733056
661,661,44,VAE,GaussianNB,20.0,0.6114732724902217,0.5945241199478487,0.4964122635355512,0.5674698853245406
662,662,44,VAE,KNeighborsClassifier,20.0,0.6538461538461539,0.6707953063885267,0.6797129810828441,0.6681181471058415
663,663,44,VAE,DecisionTreeClassifier,20.0,0.6427640156453716,0.651238591916558,0.6470971950424005,0.6470332675347766
664,664,44,SAE,LogisticRegression,20.0,0.6968709256844849,0.6766623207301173,0.7240704500978473,0.6992012321708166
665,665,44,SAE,GaussianNB,20.0,0.6310299869621904,0.6505867014341591,0.7012393998695369,0.6609520294219621
666,666,44,SAE,KNeighborsClassifier,20.0,0.6897001303780965,0.7105606258148631,0.7012393998695369,0.7005000520208321
667,667,44,SAE,DecisionTreeClassifier,20.0,0.6505867014341591,0.6603650586701434,0.6686236138290933,0.6598584579777985
668,668,44,DAE,LogisticRegression,20.0,0.6942633637548892,0.6903520208604954,0.7168949771689498,0.7005034539281114
669,669,44,DAE,GaussianNB,20.0,0.6551499348109517,0.6694915254237288,0.6621004566210046,0.6622473056185617
670,670,44,DAE,KNeighborsClassifier,20.0,0.7177314211212517,0.71251629726206,0.7318982387475538,0.7207153190436218
671,671,44,DAE,DecisionTreeClassifier,20.0,0.681877444589309,0.6812255541069101,0.6784083496412263,0.6805037827791485
672,672,44,AE,LogisticRegression,20.0,0.681877444589309,0.7118644067796609,0.7162426614481409,0.7033281709390371
673,673,44,AE,GaussianNB,20.0,0.6623207301173403,0.7131681877444589,0.7077625570776256,0.6944171583131417
674,674,44,AE,KNeighborsClassifier,20.0,0.6910039113428944,0.7144719687092569,0.7123287671232876,0.7059348823918129
675,675,44,AE,DecisionTreeClassifier,20.0,0.6479791395045632,0.666232073011734,0.6575342465753424,0.6572484863638799
676,676,44,None,LogisticRegression,20.0,0.5886571056062582,0.6049543676662321,0.6138290932811481,0.6024801888512128
677,677,44,None,GaussianNB,20.0,0.5612777053455019,0.6382007822685789,0.4859752120026093,0.56181789987223
678,678,44,None,KNeighborsClassifier,20.0,0.6916558018252934,0.7040417209908736,0.7077625570776256,0.7011533599645975
679,679,44,None,DecisionTreeClassifier,20.0,0.8018252933507171,0.8252933507170795,0.8238747553816047,0.8169977998164671
680,680,44,VAE,LogisticRegression,25.0,0.6029986962190352,0.6036505867014341,0.6066536203522505,0.6044343010909067
681,681,44,VAE,GaussianNB,25.0,0.6088657105606258,0.5945241199478487,0.6379647749510763,0.6137848684865169
682,682,44,VAE,KNeighborsClassifier,25.0,0.6636245110821382,0.6531942633637549,0.6516634050880626,0.6561607265113185
683,683,44,VAE,DecisionTreeClassifier,25.0,0.636897001303781,0.6127770534550195,0.6236138290932811,0.6244292946173605
684,684,44,SAE,LogisticRegression,25.0,0.6760104302477183,0.6929595827900913,0.7221135029354208,0.6970278386577434
685,685,44,SAE,GaussianNB,25.0,0.6245110821382008,0.6942633637548892,0.6842791911285062,0.6676845456738653
686,686,44,SAE,KNeighborsClassifier,25.0,0.6844850065189049,0.6851368970013038,0.6888454011741683,0.6861557682314589
687,687,44,SAE,DecisionTreeClassifier,25.0,0.6401564537157758,0.6564537157757496,0.6764514024787998,0.6576871906567751
688,688,44,DAE,LogisticRegression,25.0,0.6955671447196871,0.7131681877444589,0.6868884540117417,0.6985412621586292
689,689,44,DAE,GaussianNB,25.0,0.6910039113428944,0.7183833116036505,0.7064579256360078,0.7052817161941842
690,690,44,DAE,KNeighborsClassifier,25.0,0.6779661016949152,0.711212516297262,0.6862361382909328,0.6918049187610368
691,691,44,DAE,DecisionTreeClassifier,25.0,0.6603650586701434,0.6838331160365059,0.6621004566210046,0.6687662104425512
692,692,44,AE,LogisticRegression,25.0,0.6720990873533247,0.7040417209908736,0.6810176125244618,0.6857194736228868
