,Unnamed: 0,dataset_id,transformer,clf,noise_level,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,mean_test_accuracy
230,230,40668,DAE,KNeighborsClassifier,10.0,0.6814245748034993,0.6814689817487455,0.6798259247746348,0.6809064937756265
231,231,40668,DAE,DecisionTreeClassifier,10.0,0.5830631910830854,0.5879479550601714,0.5828855633021004,0.5846322364817856
232,232,40668,AE,LogisticRegression,10.0,0.6967893778586971,0.6951907278298326,0.6935032639104756,0.6951611231996684
233,233,40668,AE,GaussianNB,10.0,0.696389715351481,0.6894178249478219,0.6909720680314401,0.6922598694435811
234,234,40668,AE,KNeighborsClassifier,10.0,0.6830232248323638,0.6816022025844842,0.6762733691549359,0.6802995988572613
235,235,40668,AE,DecisionTreeClassifier,10.0,0.5884364314578799,0.5831964119188241,0.5815089479994671,0.5843805971253905
236,236,40668,None,LogisticRegression,10.0,0.7098894267063369,0.7131311337093121,0.7116212975709401,0.7115472859955297
237,237,40668,None,GaussianNB,10.0,0.6415027310271326,0.6320884586349305,0.6340867711710112,0.6358926536110248
238,238,40668,None,KNeighborsClassifier,10.0,0.7162396198765487,0.7117101114614326,0.7110884142279853,0.7130127151886555
239,239,40668,None,DecisionTreeClassifier,10.0,0.6274257293840757,0.6314667614014832,0.624850126559794,0.6279142057817843
240,240,40668,VAE,LogisticRegression,15.000000000000002,0.6723211510280208,0.6672143523247036,0.6722767440827745,0.6706040824784997
241,241,40668,VAE,GaussianNB,15.000000000000002,0.6236511390381456,0.6031351303343843,0.6135707624672498,0.6134523439465932
242,242,40668,VAE,KNeighborsClassifier,15.000000000000002,0.6309338780585284,0.6247169057240552,0.6257826724099649,0.6271444853975162
243,243,40668,VAE,DecisionTreeClassifier,15.000000000000002,0.5539766419468005,0.5528220613703984,0.5525556196989209,0.5531181076720398
244,244,40668,SAE,LogisticRegression,15.000000000000002,0.6843998401349971,0.6840445845730272,0.6824459345441627,0.6836301197507291
245,245,40668,SAE,GaussianNB,15.000000000000002,0.5613481948576757,0.6555797326701897,0.6412806963009015,0.6194028746095889
246,246,40668,SAE,KNeighborsClassifier,15.000000000000002,0.6500732714596563,0.6591322882898886,0.6499844575691638,0.6530633391062363
247,247,40668,SAE,DecisionTreeClassifier,15.000000000000002,0.5748923131577779,0.5775123229273058,0.5720502686620187,0.5748183015823675
248,248,40668,DAE,LogisticRegression,15.000000000000002,0.6882188374261734,0.6883964652071584,0.6832896665038412,0.686634989712391
249,249,40668,DAE,GaussianNB,15.000000000000002,0.6869754429592788,0.6877303610284649,0.6816466095297304,0.6854508045058246
250,250,40668,DAE,KNeighborsClassifier,15.000000000000002,0.6606865313735069,0.6616190772236777,0.6548248146010036,0.6590434743993961
251,251,40668,DAE,DecisionTreeClassifier,15.000000000000002,0.5727163728407123,0.5711177228118478,0.5646343088058973,0.5694894681528191
252,252,40668,AE,LogisticRegression,15.000000000000002,0.6901727430170078,0.6905279985789777,0.6865757804520627,0.689092174016016
253,253,40668,AE,GaussianNB,15.000000000000002,0.6887517207691283,0.6834228873395799,0.6825347484346552,0.6849031188477878
254,254,40668,AE,KNeighborsClassifier,15.000000000000002,0.6622407744571251,0.6622851814023714,0.6641502731027132,0.6628920763207365
255,255,40668,AE,DecisionTreeClassifier,15.000000000000002,0.5735156978551446,0.5697411075092145,0.5655668546560683,0.5696078866734758
256,256,40668,None,LogisticRegression,15.000000000000002,0.6996314223544562,0.6989209112305165,0.6965229361872197,0.6983584232573974
257,257,40668,None,GaussianNB,15.000000000000002,0.6638838314312359,0.6585994049469337,0.6586882188374261,0.6603904850718653
258,258,40668,None,KNeighborsClassifier,15.000000000000002,0.6871974776855101,0.6867978151782939,0.6862649318353391,0.6867534082330476
259,259,40668,None,DecisionTreeClassifier,15.000000000000002,0.5919001731870864,0.5956303565877703,0.5894577911985435,0.5923294403244667
260,260,40668,VAE,LogisticRegression,20.0,0.6624628091833563,0.6663262134197788,0.6678360495581509,0.6655416907204287
261,261,40668,VAE,GaussianNB,20.0,0.6134375416315112,0.5823082730138994,0.6070873484612993,0.6009443877022367
262,262,40668,VAE,KNeighborsClassifier,20.0,0.6110839735334607,0.6171233180869488,0.6121497402193703,0.6134523439465932
263,263,40668,VAE,DecisionTreeClassifier,20.0,0.5360806430125672,0.5407877792086683,0.5436742306496736,0.540180884290303
264,264,40668,SAE,LogisticRegression,20.0,0.6815577956392379,0.6761401483191971,0.6767174386073982,0.6781384608552777
265,265,40668,SAE,GaussianNB,20.0,0.6645943425551756,0.6395488254362982,0.6256938585194725,0.6432790088369821
266,266,40668,SAE,KNeighborsClassifier,20.0,0.6334650739375638,0.6339535503352725,0.6418579865891025,0.6364255369539796
267,267,40668,SAE,DecisionTreeClassifier,20.0,0.5654780407655757,0.5641458324081886,0.5621475198721079,0.5639237976819574
268,268,40668,DAE,LogisticRegression,20.0,0.6831564456681025,0.6839557706825348,0.6844886540254896,0.6838669567920422
269,269,40668,DAE,GaussianNB,20.0,0.6780496469647853,0.6764509969359208,0.6758737066477197,0.6767914501828086
270,270,40668,DAE,KNeighborsClassifier,20.0,0.6388383143123585,0.6416359518628714,0.6449220658110929,0.6417987773287742
271,271,40668,DAE,DecisionTreeClassifier,20.0,0.5574403836760069,0.5551312225232027,0.5595275101025801,0.5573663721005965
272,272,40668,AE,LogisticRegression,20.0,0.6863981526710777,0.6816466095297304,0.6834228873395799,0.6838225498467959
273,273,40668,AE,GaussianNB,20.0,0.6832452595585949,0.6758292997024735,0.6811137261867756,0.680062761815948
274,274,40668,AE,KNeighborsClassifier,20.0,0.6518495492695058,0.6464763088947111,0.6390603490385897,0.6457954024009355
275,275,40668,AE,DecisionTreeClassifier,20.0,0.5619254851458768,0.5566854656068209,0.5632576935032639,0.5606228814186539
276,276,40668,None,LogisticRegression,20.0,0.6902615569075004,0.6907500333052089,0.6932368222389982,0.6914161374839024
277,277,40668,None,GaussianNB,20.0,0.6701452107109552,0.6704116523824326,0.6779608330742928,0.6728392320558935
278,278,40668,None,KNeighborsClassifier,20.0,0.6632621341977886,0.6638394244859896,0.6599316133043208,0.6623443906626997
279,279,40668,None,DecisionTreeClassifier,20.0,0.5789333451751854,0.5760024867889338,0.5700075491806919,0.5749811270482703
280,280,40668,VAE,LogisticRegression,25.0,0.6622407744571251,0.663173320307296,0.6617078911141703,0.6623739952928638
281,281,40668,VAE,GaussianNB,25.0,0.5644566810249123,0.5609929392957058,0.5940317065589058,0.5731604422931746
282,282,40668,VAE,KNeighborsClassifier,25.0,0.6022469914294596,0.6005151205648563,0.6028242817176607,0.6018621312373256
283,283,40668,VAE,DecisionTreeClassifier,25.0,0.5364803055197833,0.5265331497846263,0.5280429859229984,0.5303521470758027
284,284,40668,SAE,LogisticRegression,25.0,0.6796482969936498,0.6815133886939917,0.6825347484346552,0.6812321447074322
285,285,40668,SAE,GaussianNB,25.0,0.669345885696523,0.5553088503041875,0.6662373995292864,0.630297378509999
286,286,40668,SAE,KNeighborsClassifier,25.0,0.6290687863581864,0.6327545628136241,0.6290243794129402,0.6302825761949169
287,287,40668,SAE,DecisionTreeClassifier,25.0,0.5596607309383188,0.5585949642524091,0.5552200364136951,0.557825243868141
288,288,40668,DAE,LogisticRegression,25.0,0.6771171011146143,0.6836005151205649,0.6804032150628359,0.6803736104326715
289,289,40668,DAE,GaussianNB,25.0,0.6744970913450864,0.6754296371952574,0.6771171011146143,0.6756812765516527
290,290,40668,DAE,KNeighborsClassifier,25.0,0.6350637239664283,0.6355966073093832,0.6352857586926596,0.6353153633228237
291,291,40668,DAE,DecisionTreeClassifier,25.0,0.5504684932723478,0.5493139126959456,0.5569963142235446,0.5522595733972794
292,292,40668,AE,LogisticRegression,25.0,0.6801811803366047,0.6810249122962831,0.6843110262445047,0.6818390396257975
293,293,40668,AE,GaussianNB,25.0,0.6762289622096896,0.6767174386073982,0.6815577956392379,0.678168065485442
294,294,40668,AE,KNeighborsClassifier,25.0,0.6366623739952929,0.6324881211421466,0.6411918824104089,0.6367807925159495
295,295,40668,AE,DecisionTreeClassifier,25.0,0.5518007016297349,0.5504240863271016,0.5577068253474844,0.553310537768107
296,296,40668,None,LogisticRegression,25.0,0.68306763177761,0.6887961277143745,0.6869754429592788,0.6862797341504211
297,297,40668,None,GaussianNB,25.0,0.6600204271948132,0.6779164261290466,0.6756516719214886,0.6711961750817829
298,298,40668,None,KNeighborsClassifier,25.0,0.6494071672809627,0.6525600603934455,0.6514498867622897,0.6511390381455661
299,299,40668,None,DecisionTreeClassifier,25.0,0.5662773657800079,0.5665438074514854,0.5637461699009725,0.5655224477108219
300,300,40668,VAE,LogisticRegression,30.0,0.663350948088281,0.6630845064168036,0.6617967050046627,0.6627440531699158
301,301,40668,VAE,GaussianNB,30.0,0.5813757271637284,0.6067320928993295,0.6161019583462853,0.6014032594697811
302,302,40668,VAE,KNeighborsClassifier,30.0,0.5956747635330165,0.5984724010835295,0.5977174830143435,0.5972882158769631
303,303,40668,VAE,DecisionTreeClassifier,30.0,0.5295528220613704,0.5272436609085661,0.5285314623207069,0.5284426484302145
304,304,40668,SAE,LogisticRegression,30.0,0.6766286247169058,0.6762289622096896,0.6736533593854078,0.6755036487706678
305,305,40668,SAE,GaussianNB,30.0,0.6512722589813047,0.6559793951774058,0.6148141569341445,0.6406886036976184
306,306,40668,SAE,KNeighborsClassifier,30.0,0.6272036946578445,0.6283138682890004,0.6268928460411208,0.6274701363293219
307,307,40668,SAE,DecisionTreeClassifier,30.0,0.5576180114569919,0.5482037390647897,0.550690527998579,0.5521707595067868
308,308,40668,DAE,LogisticRegression,30.0,0.6776943914028154,0.6772947288955993,0.6705448732181714,0.6751779978388619
309,309,40668,DAE,GaussianNB,30.0,0.6747191260713176,0.6731648829876993,0.664105866157467,0.670663291738828
310,310,40668,DAE,KNeighborsClassifier,30.0,0.6265375904791509,0.6267152182601359,0.6266708113148897,0.6266412066847256
311,311,40668,DAE,DecisionTreeClassifier,30.0,0.5470935654336339,0.541675918113593,0.5434966028686886,0.5440886954719718
312,312,40668,AE,LogisticRegression,30.0,0.6798259247746348,0.6792930414316799,0.6762733691549359,0.6784641117870835
313,313,40668,AE,GaussianNB,30.0,0.6726319996447444,0.6709445357253875,0.6736533593854078,0.6724099649185132
314,314,40668,AE,KNeighborsClassifier,30.0,0.6287579377414627,0.6218304542830498,0.6224965584617435,0.6243616501620853
315,315,40668,AE,DecisionTreeClassifier,30.0,0.5486478085172521,0.5457169501310005,0.541320662551623,0.5452284737332921
316,316,40668,None,LogisticRegression,30.0,0.6812913539677605,0.6816910164749767,0.6784937164172476,0.6804920289533283
317,317,40668,None,GaussianNB,30.0,0.6776499844575692,0.6774723566765842,0.670500466272925,0.6752076024690261
318,318,40668,None,KNeighborsClassifier,30.0,0.6322216794706692,0.6312003197300058,0.6288911585772015,0.6307710525926254
319,319,40668,None,DecisionTreeClassifier,30.0,0.5529108752608908,0.5498912029841467,0.5484701807362672,0.5504240863271016
320,320,40668,VAE,LogisticRegression,35.0,0.6598427994138283,0.6627292508548337,0.6597539855233359,0.6607753452639993
321,321,40668,VAE,GaussianNB,35.0,0.5624583684888317,0.5669878769039478,0.5868377814290155,0.572094675607265
322,322,40668,VAE,KNeighborsClassifier,35.0,0.5877259203339402,0.5863048980860607,0.5947866246280918,0.5896058143493642
323,323,40668,VAE,DecisionTreeClassifier,35.0,0.5199609218881833,0.5165859940494694,0.520849060793108,0.519131992243587
324,324,40668,SAE,LogisticRegression,35.0,0.6720547093565433,0.6745859052355788,0.6743638705093477,0.6736681617004899
325,325,40668,SAE,GaussianNB,35.0,0.6083751498734402,0.6268484390958746,0.6282694613437542,0.6211643501043563
326,326,40668,SAE,KNeighborsClassifier,35.0,0.620897908432879,0.6181446778276123,0.6165460277987477,0.6185295380197463
327,327,40668,SAE,DecisionTreeClassifier,35.0,0.5419423597850704,0.5454061015142768,0.549580354367423,0.5456429385555901
328,328,40668,DAE,LogisticRegression,35.0,0.6707225009991563,0.6701452107109552,0.6689018162440605,0.6699231759847241
329,329,40668,DAE,GaussianNB,35.0,0.6682801190106132,0.6613970424974466,0.6645499356099294,0.6647423657059964
330,330,40668,DAE,KNeighborsClassifier,35.0,0.6152138194413607,0.6174341667036725,0.6148141569341445,0.6158207143597261
331,331,40668,DAE,DecisionTreeClassifier,35.0,0.5339491096407478,0.5367911541365069,0.5325280873928683,0.5344227837233744
332,332,40668,AE,LogisticRegression,35.0,0.6745414982903326,0.6770726941693681,0.6730760690972069,0.6748967538523024
333,333,40668,AE,GaussianNB,35.0,0.6716106399040811,0.6744526843998402,0.6679248634486433,0.6713293959175215
334,334,40668,AE,KNeighborsClassifier,35.0,0.6206314667614015,0.6183223056085971,0.6233402904214219,0.6207646875971401
335,335,40668,AE,DecisionTreeClassifier,35.0,0.5437186375949199,0.5397664194680047,0.5396776055775123,0.5410542208801457
336,336,40668,None,LogisticRegression,35.0,0.6759625205382122,0.6777387983480616,0.6751187885785337,0.6762733691549357
337,337,40668,None,GaussianNB,35.0,0.6707669079444025,0.6724543718637594,0.6657045161863315,0.6696419319981645
338,338,40668,None,KNeighborsClassifier,35.0,0.6152582263866069,0.6169900972512101,0.6121941471646165,0.6148141569341444
339,339,40668,None,DecisionTreeClassifier,35.0,0.5453172876237844,0.5426972778542564,0.5407877792086683,0.5429341148955696
340,340,40668,VAE,LogisticRegression,40.0,0.658466184111195,0.659221102180381,0.6586882188374261,0.6587918350430008
341,341,40668,VAE,GaussianNB,40.0,0.5879923620054176,0.5850615036191661,0.5690305963852746,0.5806948206699528
342,342,40668,VAE,KNeighborsClassifier,40.0,0.5790221590656779,0.5873262578267241,0.5820418313424219,0.5827967494116079
343,343,40668,VAE,DecisionTreeClassifier,40.0,0.514632088458635,0.5123229273058306,0.5123673342510768,0.5131074500051808
344,344,40668,SAE,LogisticRegression,40.0,0.6723655579732671,0.6716106399040811,0.6681913051201208,0.6707225009991563
345,345,40668,SAE,GaussianNB,40.0,0.6214307917758337,0.6523380256672143,0.6283138682890004,0.6340275619106828
346,346,40668,SAE,KNeighborsClassifier,40.0,0.6147697499888982,0.6059771748301435,0.6099737999023047,0.6102402415737821
347,347,40668,SAE,DecisionTreeClassifier,40.0,0.5371908166437229,0.5401216750299747,0.5326169012833607,0.5366431309856862
348,348,40668,DAE,LogisticRegression,40.0,0.6711665704516186,0.6729428482614681,0.6689462231893069,0.671018547300798
349,349,40668,DAE,GaussianNB,40.0,0.6672143523247036,0.6680580842843821,0.6578000799325014,0.6643575055138623
350,350,40668,DAE,KNeighborsClassifier,40.0,0.6060215817753897,0.6073537901327768,0.6070429415160531,0.6068061044747398
351,351,40668,DAE,DecisionTreeClassifier,40.0,0.5373240374794618,0.5324836804476221,0.5302633331853102,0.5333570170374646
352,352,40668,AE,LogisticRegression,40.0,0.6722767440827745,0.6756960788667348,0.6669923175984724,0.6716550468493273
353,353,40668,AE,GaussianNB,40.0,0.6660597717483014,0.6716550468493272,0.6617967050046627,0.6665038412007638
354,354,40668,AE,KNeighborsClassifier,40.0,0.6089524401616413,0.6089080332163951,0.6060659887206359,0.6079754873662241
355,355,40668,AE,DecisionTreeClassifier,40.0,0.5386562458368489,0.5327945290643457,0.5333274124073005,0.534926062436165
356,356,40668,None,LogisticRegression,40.0,0.6702784315466939,0.6721879301922821,0.6709001287801413,0.6711221635063724
357,357,40668,None,GaussianNB,40.0,0.6595319507971047,0.6658377370220703,0.673298103823438,0.6662225972142043
358,358,40668,None,KNeighborsClassifier,40.0,0.6073093831875306,0.6054886984324348,0.6077978595852391,0.6068653137350681
359,359,40668,None,DecisionTreeClassifier,40.0,0.5343487721479641,0.5295084151161241,0.530218926240064,0.531358704501384
360,360,40668,VAE,LogisticRegression,45.0,0.6573116035347928,0.6582441493849638,0.65828855633021,0.6579481030833222
361,361,40668,VAE,GaussianNB,45.0,0.5886584661841112,0.5482925529552822,0.5870598161552467,0.5746702784315467
362,362,40668,VAE,KNeighborsClassifier,45.0,0.5822194591234069,0.5758692659531951,0.5781340201607531,0.5787409150791184
363,363,40668,VAE,DecisionTreeClassifier,45.0,0.514632088458635,0.511257160619921,0.5130334384297704,0.512974229169442
364,364,40668,SAE,LogisticRegression,45.0,0.6693014787512767,0.6651272258981304,0.6659709578578089,0.6667998875024054
365,365,40668,SAE,GaussianNB,45.0,0.6565122785203605,0.6008703761268263,0.6280030196722768,0.6284618914398212
366,366,40668,SAE,KNeighborsClassifier,45.0,0.6089080332163951,0.5996269816599317,0.6006927483458413,0.603075921074056
367,367,40668,SAE,DecisionTreeClassifier,45.0,0.5309294373640038,0.5264443358941339,0.5338158888050091,0.5303965540210489
368,368,40668,DAE,LogisticRegression,45.0,0.6678360495581509,0.6646387495004219,0.6648163772814069,0.6657637254466598
369,369,40668,DAE,GaussianNB,45.0,0.6635729828145122,0.656956347972823,0.6587326257826724,0.6597539855233359
370,370,40668,DAE,KNeighborsClassifier,45.0,0.6030907233891379,0.5989608774812379,0.6005151205648563,0.6008555738117441
371,371,40668,DAE,DecisionTreeClassifier,45.0,0.5263555220036413,0.522536524712465,0.5243128025223145,0.524401616412807
372,372,40668,AE,LogisticRegression,45.0,0.6693014787512767,0.6693014787512767,0.6694346995870154,0.669345885696523
373,373,40668,AE,GaussianNB,45.0,0.6647719703361605,0.6558017673964208,0.6652604467338692,0.6619447281554834
374,374,40668,AE,KNeighborsClassifier,45.0,0.5981171455215596,0.6042453039655402,0.6008259691815799,0.6010628062228933
375,375,40668,AE,DecisionTreeClassifier,45.0,0.5263111150583951,0.5351480971623962,0.5228473733291887,0.5281021951833267
376,376,40668,None,LogisticRegression,45.0,0.6658821439673165,0.6684577467915982,0.6674363870509348,0.6672587592699498
377,377,40668,None,GaussianNB,45.0,0.6617522980594165,0.6733869177139304,0.6651716328433767,0.6667702828722413
378,378,40668,None,KNeighborsClassifier,45.0,0.6016252941960123,0.5961632399307252,0.5990052844264843,0.598931272851074
379,379,40668,None,DecisionTreeClassifier,45.0,0.527776544251521,0.5237355122341134,0.5184954926950575,0.5233358497268973
380,380,40668,VAE,LogisticRegression,50.0,0.65828855633021,0.6581997424397176,0.6586882188374261,0.6583921725357845
381,381,40668,VAE,GaussianNB,50.0,0.5638793907367112,0.6097073582308273,0.5520227363559661,0.5752031617745015
382,382,40668,VAE,KNeighborsClassifier,50.0,0.5735601048003908,0.573426883964652,0.5841289577689951,0.5770386488446793
383,383,40668,VAE,DecisionTreeClassifier,50.0,0.5111683467294285,0.5134331009369866,0.5163639593232382,0.5136551356632179
384,384,40668,SAE,LogisticRegression,50.0,0.6660153648030552,0.6670367245437187,0.6678360495581509,0.6669627129683082
385,385,40668,SAE,GaussianNB,50.0,0.6166792486344864,0.6211199431591101,0.6294240419201563,0.6224077445712509
386,386,40668,SAE,KNeighborsClassifier,50.0,0.5931879745992273,0.6001598650028864,0.5945201829566145,0.5959560075195761
387,387,40668,SAE,DecisionTreeClassifier,50.0,0.5309294373640038,0.5314623207069585,0.5301301123495715,0.5308406234735114
388,388,40668,DAE,LogisticRegression,50.0,0.6646387495004219,0.6632177272525422,0.6654824814601004,0.6644463194043548
389,389,40668,DAE,GaussianNB,50.0,0.6583329632754563,0.6560682090678982,0.6533593854078777,0.6559201859170773
390,390,40668,DAE,KNeighborsClassifier,50.0,0.5947866246280918,0.5935432301611973,0.5935432301611973,0.5939576949834954
391,391,40668,DAE,DecisionTreeClassifier,50.0,0.5235134775078822,0.5271992539633199,0.52684399840135,0.5258522432908507
392,392,40668,AE,LogisticRegression,50.0,0.6672587592699498,0.6642390869932058,0.6646831564456681,0.6653936675696079
393,393,40668,AE,GaussianNB,50.0,0.6603756827567832,0.6624628091833563,0.6602424619210444,0.6610269846203947
394,394,40668,AE,KNeighborsClassifier,50.0,0.6026022469914295,0.5960300190949864,0.5968293441094187,0.5984872033986116
395,395,40668,AE,DecisionTreeClassifier,50.0,0.5236911052888672,0.529108752608908,0.5256894178249478,0.5261630919075744
396,396,40668,None,LogisticRegression,50.0,0.6623739952928638,0.6649495981171455,0.6643279008836982,0.6638838314312359
397,397,40668,None,GaussianNB,50.0,0.6562014299036371,0.6694346995870154,0.6673919801056886,0.6643427031987802
398,398,40668,None,KNeighborsClassifier,50.0,0.5915449176251165,0.5952751010258004,0.5932323815444736,0.5933508000651301
399,399,40668,None,DecisionTreeClassifier,50.0,0.5198277010524446,0.5260002664416715,0.5220036413695102,0.5226105362878753
400,400,1492,VAE,LogisticRegression,5.0,0.08614232209737828,0.08067542213883677,0.06566604127579738,0.07749459517067081
401,401,1492,VAE,GaussianNB,5.0,0.13108614232209734,0.11632270168855535,0.11819887429643527,0.12186923943569601
402,402,1492,VAE,KNeighborsClassifier,5.0,0.11235955056179776,0.12570356472795494,0.11069418386491556,0.1162524330515561
403,403,1492,VAE,DecisionTreeClassifier,5.0,0.10674157303370786,0.0975609756097561,0.11444652908067543,0.10624969257471313
404,404,1492,SAE,LogisticRegression,5.0,0.08801498127340825,0.075046904315197,0.10881801125703564,0.0906266322818803
405,405,1492,SAE,GaussianNB,5.0,0.16853932584269662,0.21200750469043156,0.17636022514071295,0.1856356852246137
406,406,1492,SAE,KNeighborsClassifier,5.0,0.1704119850187266,0.19324577861163228,0.2176360225140713,0.19376459538147672
407,407,1492,SAE,DecisionTreeClassifier,5.0,0.11610486891385767,0.13320825515947468,0.17073170731707318,0.14001494379680185
408,408,1492,DAE,LogisticRegression,5.0,0.13108614232209734,0.1275797373358349,0.15384615384615385,0.1375040111680287
409,409,1492,DAE,GaussianNB,5.0,0.2265917602996255,0.2176360225140713,0.18761726078799248,0.2106150145338964
410,410,1492,DAE,KNeighborsClassifier,5.0,0.1853932584269663,0.2101313320825516,0.2401500938086304,0.2118915614393828
411,411,1492,DAE,DecisionTreeClassifier,5.0,0.1441947565543071,0.1350844277673546,0.150093808630394,0.14312433098401858
412,412,1492,AE,LogisticRegression,5.0,0.1441947565543071,0.13883677298311445,0.17448405253283306,0.1525051940234182
413,413,1492,AE,GaussianNB,5.0,0.20973782771535585,0.2045028142589118,0.1801125703564728,0.19811773744358016
414,414,1492,AE,KNeighborsClassifier,5.0,0.23220973782771534,0.2176360225140713,0.2326454033771107,0.2274970545729658
415,415,1492,AE,DecisionTreeClassifier,5.0,0.13108614232209734,0.1575984990619137,0.13696060037523453,0.14188174725308186
416,416,1492,None,LogisticRegression,5.0,0.1947565543071161,0.15572232645403378,0.19699812382739207,0.18249233486284733
417,417,1492,None,GaussianNB,5.0,0.18352059925093636,0.15196998123827393,0.17823639774859287,0.1712423260792677
418,418,1492,None,KNeighborsClassifier,5.0,0.1891385767790262,0.21200750469043156,0.22326454033771104,0.2081368739357229
419,419,1492,None,DecisionTreeClassifier,5.0,0.3595505617977528,0.3302063789868668,0.3208255159474672,0.3368608189106956
420,420,1492,VAE,LogisticRegression,10.0,0.03558052434456928,0.039399624765478425,0.04127579737335835,0.03875198216113535
421,421,1492,VAE,GaussianNB,10.0,0.06179775280898876,0.10318949343339588,0.06191369606003753,0.07563364743414072
422,422,1492,VAE,KNeighborsClassifier,10.0,0.06741573033707865,0.07317073170731707,0.08067542213883677,0.07375396139441083
423,423,1492,VAE,DecisionTreeClassifier,10.0,0.08426966292134831,0.06378986866791744,0.04690431519699812,0.06498794892875462
424,424,1492,SAE,LogisticRegression,10.0,0.05430711610486892,0.06378986866791744,0.0675422138836773,0.061879732885487884
425,425,1492,SAE,GaussianNB,10.0,0.11235955056179776,0.0900562851782364,0.10131332082551596,0.1012430521885167
426,426,1492,SAE,KNeighborsClassifier,10.0,0.10861423220973784,0.13883677298311445,0.1425891181988743,0.13001337446390884
427,427,1492,SAE,DecisionTreeClassifier,10.0,0.0749063670411985,0.07317073170731707,0.07129455909943715,0.07312388594931757
428,428,1492,DAE,LogisticRegression,10.0,0.10112359550561796,0.07692307692307693,0.09568480300187618,0.0912438251435237
429,429,1492,DAE,GaussianNB,10.0,0.12734082397003746,0.1050656660412758,0.12570356472795494,0.11937001824642275
430,430,1492,DAE,KNeighborsClassifier,10.0,0.12359550561797752,0.150093808630394,0.14071294559099434,0.13813408661312196
431,431,1492,DAE,DecisionTreeClassifier,10.0,0.08426966292134831,0.08818011257035648,0.075046904315197,0.08249889326896727
432,432,1492,AE,LogisticRegression,10.0,0.09550561797752807,0.0825515947467167,0.08442776735459663,0.0874949933596138
433,433,1492,AE,GaussianNB,10.0,0.1348314606741573,0.1125703564727955,0.11444652908067543,0.1206161154092094
434,434,1492,AE,KNeighborsClassifier,10.0,0.09925093632958802,0.12195121951219512,0.1275797373358349,0.11626063105920602
435,435,1492,AE,DecisionTreeClassifier,10.0,0.08801498127340825,0.07692307692307693,0.075046904315197,0.07999498750389405
436,436,1492,None,LogisticRegression,10.0,0.1104868913857678,0.0975609756097561,0.09380863039399624,0.10061883246317338
437,437,1492,None,GaussianNB,10.0,0.0898876404494382,0.10881801125703564,0.1050656660412758,0.10125710591591656
438,438,1492,None,KNeighborsClassifier,10.0,0.11797752808988765,0.1294559099437148,0.1294559099437148,0.12562978265910574
439,439,1492,None,DecisionTreeClassifier,10.0,0.26217228464419473,0.2626641651031895,0.2682926829268293,0.2643763775580712
440,440,1492,VAE,LogisticRegression,15.000000000000002,0.020599250936329583,0.02626641651031895,0.028142589118198873,0.025002752188282476
441,441,1492,VAE,GaussianNB,15.000000000000002,0.03558052434456928,0.06191369606003753,0.06566604127579738,0.05438675389346807
442,442,1492,VAE,KNeighborsClassifier,15.000000000000002,0.06554307116104867,0.0600375234521576,0.0900562851782364,0.07187895993048089
443,443,1492,VAE,DecisionTreeClassifier,15.000000000000002,0.07116104868913857,0.07129455909943715,0.075046904315197,0.07250083736792425
444,444,1492,SAE,LogisticRegression,15.000000000000002,0.0449438202247191,0.06191369606003753,0.07317073170731707,0.06000941599735789
445,445,1492,SAE,GaussianNB,15.000000000000002,0.058052434456928835,0.07879924953095685,0.06941838649155722,0.0687566901598143
446,446,1492,SAE,KNeighborsClassifier,15.000000000000002,0.07116104868913857,0.09568480300187618,0.11632270168855535,0.09438951779319003
447,447,1492,SAE,DecisionTreeClassifier,15.000000000000002,0.05617977528089888,0.04878048780487805,0.06191369606003753,0.05562465304860481
448,448,1492,DAE,LogisticRegression,15.000000000000002,0.041198501872659166,0.050656660412757966,0.06941838649155722,0.05375784959232479
449,449,1492,DAE,GaussianNB,15.000000000000002,0.06554307116104867,0.08067542213883677,0.0975609756097561,0.08125982296988052
450,450,1492,DAE,KNeighborsClassifier,15.000000000000002,0.10486891385767792,0.1200750469043152,0.10881801125703564,0.11125399067300958
451,451,1492,DAE,DecisionTreeClassifier,15.000000000000002,0.06741573033707865,0.0900562851782364,0.09568480300187618,0.08438560617239706
452,452,1492,AE,LogisticRegression,15.000000000000002,0.0599250936329588,0.050656660412757966,0.07879924953095685,0.06312700119222454
453,453,1492,AE,GaussianNB,15.000000000000002,0.058052434456928835,0.09568480300187618,0.07692307692307693,0.07688677146062732
454,454,1492,AE,KNeighborsClassifier,15.000000000000002,0.08426966292134831,0.10881801125703564,0.1200750469043152,0.10438757369423306
455,455,1492,AE,DecisionTreeClassifier,15.000000000000002,0.048689138576779034,0.06191369606003753,0.06378986866791744,0.058130901101578
456,456,1492,None,LogisticRegression,15.000000000000002,0.048689138576779034,0.058161350844277676,0.05628517823639775,0.054378555885818164
457,457,1492,None,GaussianNB,15.000000000000002,0.06928838951310863,0.11444652908067543,0.075046904315197,0.08626060763632702
458,458,1492,None,KNeighborsClassifier,15.000000000000002,0.06928838951310863,0.09943714821763602,0.1050656660412758,0.09126373459067348
459,459,1492,None,DecisionTreeClassifier,15.000000000000002,0.2340823970037453,0.2420262664165103,0.2101313320825516,0.2287466651676024
