dataset_id,mean_fit_time,std_fit_time,mean_score_time,std_score_time,latent_dim,type,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy
40996,270.56565912564594,62.422153905807164,0.2327887217203776,0.023973714066742924,0.35000000000000003,csae,"{'ae__latent_dim': 0.35000000000000003, 'ae__type': 'csae'}",0.8794034456158395,0.8815411648737839,0.881712595894227,0.8808857354612835,0.0010504711762259382,11
40996,0.6398909091949463,0.019039613915147753,0.0,0.0,0.35000000000000003,cae,"{'ae__latent_dim': 0.35000000000000003, 'ae__type': 'cae'}",,,,,,28
40996,83.23262707392375,11.383694191326695,0.21482149759928384,0.0059907387309799205,0.35000000000000003,cdae,"{'ae__latent_dim': 0.35000000000000003, 'ae__type': 'cdae'}",0.8868603754178452,0.8870269575279647,0.8855697938541979,0.8864857089333359,0.0006512105261215785,8
40996,0.6232611338297526,0.01667744831634273,0.0,0.0,0.35000000000000003,cvae,"{'ae__latent_dim': 0.35000000000000003, 'ae__type': 'cvae'}",,,,,,40
40996,249.61896896362305,48.76297355885141,0.24001145362854004,0.01454103726062891,0.4,csae,"{'ae__latent_dim': 0.4, 'ae__type': 'csae'}",0.8857461215393846,0.8804268632409035,0.8844126344662067,0.8835285397488315,0.0022597706098124166,10
40996,0.5729336738586426,0.019078650967411463,0.0,0.0,0.4,cae,"{'ae__latent_dim': 0.4, 'ae__type': 'cae'}",,,,,,32
40996,98.16904322306316,4.567236412749197,0.22978011767069498,0.011685392506486609,0.4,cdae,"{'ae__latent_dim': 0.4, 'ae__type': 'cdae'}",0.8863032484786149,0.8880984014057344,0.8876269660995157,0.8873428719946217,0.0007599015740050899,4
40996,0.627936601638794,0.02599916044847425,0.0,0.0,0.4,cvae,"{'ae__latent_dim': 0.4, 'ae__type': 'cvae'}",,,,,,34
40996,217.44869685173035,11.08440747121245,0.24005572001139322,0.016434361640290395,0.45,csae,"{'ae__latent_dim': 0.45, 'ae__type': 'csae'}",0.8882317648067198,0.8850983585479792,0.8867698109973,0.886699978117333,0.001280160450600376,7
40996,0.6383752028147379,0.016588512731047864,0.0,0.0,0.45,cae,"{'ae__latent_dim': 0.45, 'ae__type': 'cae'}",,,,,,36
40996,87.39224656422932,3.545336734340447,0.22450780868530273,0.0026366774440830477,0.45,cdae,"{'ae__latent_dim': 0.45, 'ae__type': 'cdae'}",0.8863889603154196,0.8867269532421892,0.8878412548750696,0.8869857228108927,0.0006204896664530576,5
40996,220.1875836054484,35.82201316776888,0.24072114626566568,0.005851802455399931,0.45,cvae,"{'ae__latent_dim': 0.45, 'ae__type': 'cvae'}",0.8869032313362475,0.8836840526293233,0.8902412891612738,0.8869428577089482,0.002677127244024414,6
40996,212.73013854026794,5.356343366988822,0.23573827743530273,0.002816536529188976,0.5,csae,"{'ae__latent_dim': 0.5, 'ae__type': 'csae'}",0.8858746892945916,0.8874126773239618,0.8888698409977286,0.887385735872094,0.0012229139551559382,3
40996,0.6062587102254232,0.0197064672437655,0.0,0.0,0.5,cae,"{'ae__latent_dim': 0.5, 'ae__type': 'cae'}",,,,,,38
40996,99.97024234135945,20.607677491002303,0.22685742378234863,0.002883704900726218,0.5,cdae,"{'ae__latent_dim': 0.5, 'ae__type': 'cdae'}",0.8887460358275477,0.8862126601808598,0.8896841383448335,0.8882142781177471,0.001466257107328279,2
40996,308.12156160672504,12.837601653163977,0.2569705645243327,0.012599305762901011,0.5,cvae,"{'ae__latent_dim': 0.5, 'ae__type': 'cvae'}",0.8871603668466616,0.8870698152830755,0.890798439977714,0.8883428740358171,0.0017367408111498843,1
