,dataset_id,transformer,clf,noise_level,corrupt_type,split0_test_accuracy,split0_fit_time_transformer,split0_fit_time_clf,split1_test_accuracy,split1_fit_time_transformer,split1_fit_time_clf,split2_test_accuracy,split2_fit_time_transformer,split2_fit_time_clf,mean_fit_time_clf,mean_fit_time_transformer,mean_test_accuracy
0,40996,AutoTransformer(type='dae'),"TPOTClassifier(cv=3, generations=5, n_jobs=50, population_size=20,
               scoring='accuracy', verbosity=2)",0.0,snp,0.8894317305219851,107.97876834869385,5794.802811861038,0.8922984614065915,81.764333486557,3597.0871942043304,0.895427077529679,67.79986357688904,3014.0532426834106,4135.314416249593,85.84765513737996,0.8923857564860852
1,40996,AutoTransformer(type='dae'),"TPOTClassifier(cv=3, generations=5, n_jobs=50, population_size=20,
               scoring='accuracy', verbosity=2)",0.0,gaussian,0.8894317305219851,107.97876834869385,5794.802811861038,0.8922984614065915,81.764333486557,3597.0871942043304,0.895427077529679,67.79986357688904,3014.0532426834106,4135.314416249593,85.84765513737996,0.8923857564860852
2,40996,AutoTransformer(type='dae'),"TPOTClassifier(cv=3, generations=5, n_jobs=50, population_size=20,
               scoring='accuracy', verbosity=2)",0.05,snp,0.7568783749035742,107.97876834869385,5794.802811861038,0.7502678609694424,81.764333486557,3597.0871942043304,0.775125358933699,67.79986357688904,3014.0532426834106,4135.314416249593,85.84765513737996,0.7607571982689052
3,40996,AutoTransformer(type='dae'),"TPOTClassifier(cv=3, generations=5, n_jobs=50, population_size=20,
               scoring='accuracy', verbosity=2)",0.05,gaussian,0.8889603154195594,107.97876834869385,5794.802811861038,0.8921698881412592,81.764333486557,3597.0871942043304,0.8951270732439035,67.79986357688904,3014.0532426834106,4135.314416249593,85.84765513737996,0.8920857589349073
4,40996,AutoTransformer(type='dae'),"TPOTClassifier(cv=3, generations=5, n_jobs=50, population_size=20,
               scoring='accuracy', verbosity=2)",0.1,snp,0.6556955515556698,107.97876834869385,5794.802811861038,0.6408091544164917,81.764333486557,3597.0871942043304,0.6333947627823254,67.79986357688904,3014.0532426834106,4135.314416249593,85.84765513737996,0.6432998229181623
5,40996,AutoTransformer(type='dae'),"TPOTClassifier(cv=3, generations=5, n_jobs=50, population_size=20,
               scoring='accuracy', verbosity=2)",0.1,gaussian,0.8889603154195594,107.97876834869385,5794.802811861038,0.8921270303861484,81.764333486557,3597.0871942043304,0.8955556507950113,67.79986357688904,3014.0532426834106,4135.314416249593,85.84765513737996,0.8922143322002398
6,40996,AutoTransformer(type='dae'),"TPOTClassifier(cv=3, generations=5, n_jobs=50, population_size=20,
               scoring='accuracy', verbosity=2)",0.15000000000000002,snp,0.5974972143653039,107.97876834869385,5794.802811861038,0.5747653537907684,81.764333486557,3597.0871942043304,0.5517078815411649,67.79986357688904,3014.0532426834106,4135.314416249593,85.84765513737996,0.5746568165657457
7,40996,AutoTransformer(type='dae'),"TPOTClassifier(cv=3, generations=5, n_jobs=50, population_size=20,
               scoring='accuracy', verbosity=2)",0.15000000000000002,gaussian,0.8886174680723408,107.97876834869385,5794.802811861038,0.8919127416105944,81.764333486557,3597.0871942043304,0.8951270732439035,67.79986357688904,3014.0532426834106,4135.314416249593,85.84765513737996,0.8918857609756129
8,40996,AutoTransformer(type='dae'),"TPOTClassifier(cv=3, generations=5, n_jobs=50, population_size=20,
               scoring='accuracy', verbosity=2)",0.2,snp,0.5526270677980629,107.97876834869385,5794.802811861038,0.5458792268460978,81.764333486557,3597.0871942043304,0.5196074229631852,67.79986357688904,3014.0532426834106,4135.314416249593,85.84765513737996,0.5393712392024486
9,40996,AutoTransformer(type='dae'),"TPOTClassifier(cv=3, generations=5, n_jobs=50, population_size=20,
               scoring='accuracy', verbosity=2)",0.2,gaussian,0.8878032056226965,107.97876834869385,5794.802811861038,0.8915270218145973,81.764333486557,3597.0871942043304,0.8946127801825741,67.79986357688904,3014.0532426834106,4135.314416249593,85.84765513737996,0.8913143358732892
10,40996,AutoTransformer(type='dae'),"TPOTClassifier(cv=3, generations=5, n_jobs=50, population_size=20,
               scoring='accuracy', verbosity=2)",0.25,snp,0.5172709351161395,107.97876834869385,5794.802811861038,0.528907555822226,81.764333486557,3597.0871942043304,0.4962070886726953,67.79986357688904,3014.0532426834106,4135.314416249593,85.84765513737996,0.5141285265370202
11,40996,AutoTransformer(type='dae'),"TPOTClassifier(cv=3, generations=5, n_jobs=50, population_size=20,
               scoring='accuracy', verbosity=2)",0.25,gaussian,0.8869889431730522,107.97876834869385,5794.802811861038,0.8915270218145973,81.764333486557,3597.0871942043304,0.8949556422234604,67.79986357688904,3014.0532426834106,4135.314416249593,85.84765513737996,0.8911572024037033
12,40996,AutoTransformer(type='dae'),"TPOTClassifier(cv=3, generations=5, n_jobs=50, population_size=20,
               scoring='accuracy', verbosity=2)",0.30000000000000004,snp,0.49370017999485727,107.97876834869385,5794.802811861038,0.5046072086744097,81.764333486557,3597.0871942043304,0.49003557193674196,67.79986357688904,3014.0532426834106,4135.314416249593,85.84765513737996,0.4961143202020029
13,40996,AutoTransformer(type='dae'),"TPOTClassifier(cv=3, generations=5, n_jobs=50, population_size=20,
               scoring='accuracy', verbosity=2)",0.30000000000000004,gaussian,0.8863889603154196,107.97876834869385,5794.802811861038,0.891398448549265,81.764333486557,3597.0871942043304,0.8941842026314661,67.79986357688904,3014.0532426834106,4135.314416249593,85.84765513737996,0.8906572038320503
