,dataset_id,mean_fit_time,std_fit_time,mean_score_time,std_score_time,mean_test_accuracy,hidden_dims,type
0,40996,24.80601326624552,1.9463571136854383,0.13936630884806314,0.007230970923425747,0.8312714217679632,0.05,PCA
1,40996,35.934472322463996,0.5280528141151609,0.14869292577107748,0.003383329053963119,0.8469714317742283,0.1,PCA
2,40996,37.455692370732635,0.2859975754630638,0.13531255722045898,0.02611914606337491,0.8522000007559892,0.15000000000000002,PCA
3,40996,38.5824457804362,0.4417682794706992,0.16785836219787598,0.0004041848697122484,0.8540571230019397,0.2,PCA
4,40996,40.641659736633294,0.448353781495813,0.1627229849497477,0.0014001185996192,0.8535000046340154,0.25,PCA
5,40996,41.85541987419128,0.42135044895715373,0.1598653793334961,0.02860173952244637,0.8523142795316452,0.3,PCA
6,40996,41.91461372375488,0.41647843335849816,0.18896015485127768,0.005424668669512873,0.8529999981032924,0.35000000000000003,PCA
7,40996,44.4199481010437,1.1377967624556409,0.20642550786336264,0.008782683407145548,0.8516142781028084,0.4,PCA
8,40996,45.589070240656525,1.1947250412944341,0.2039611339569092,0.007936185665579878,0.8510142903472865,0.45,PCA
9,40996,48.1210777759552,0.6540486556043875,0.20955443382263186,0.004059940482811959,0.8501000074897297,0.5,PCA
10,40996,51.07728751500447,0.8767246318794432,0.19232916831970212,0.001454598935031413,0.8494000072853654,0.55,PCA
11,40996,53.23376297950745,0.6797049373094405,0.2005945841471354,0.005805839937884083,0.8485000066727619,0.6000000000000001,PCA
12,40996,56.913115421930954,1.3950922964263346,0.1950975259145101,0.0058549942653114825,0.8475428697335111,0.6500000000000001,PCA
13,40996,55.76502799987793,1.8408055334087647,0.21710856755574545,0.018436841791465212,0.8457571507532574,0.7000000000000001,PCA
14,40996,56.38152289390564,1.229314286669407,0.2200031280517578,0.010071173621344921,0.845157132385928,0.7500000000000001,PCA
15,40996,61.50164103507996,1.3717030512305686,0.20972013473510745,0.01777132587272774,0.8438857334053944,0.8,PCA
16,40996,44.676262696584075,1.1047547531958049,0.23209238052368164,0.01006570391711535,0.8430714329971088,0.8500000000000001,PCA
17,40996,44.051927646001175,0.7748201007211399,0.2088624636332194,0.02700561512818195,0.8412714372820272,0.9000000000000001,PCA
18,40996,46.06133397420248,0.5683073560263462,0.2277291615804037,0.008729542416189359,0.8415285660578435,0.9500000000000001,PCA
19,40996,47.95877544085185,0.3271523559732518,0.2470037142435709,0.030298274796307062,0.8422142944252693,1.0,PCA
20,40668,0.4904278914133708,0.011203062262843136,0.009828488032023113,0.000128713258252903,0.659398729961366,0.05,PCA
21,40668,0.6488709449768066,0.006559494284811492,0.010561466217041016,7.006667334284214e-05,0.6717586630549018,0.1,PCA
