,dataset_id,mean_fit_time,std_fit_time,mean_score_time,std_score_time,mean_test_accuracy,hidden_dims,type,compression
0,40996,24.806013266245518,1.9463571136854383,0.13936630884806314,0.007230970923425747,0.8312714217679632,0.05,PCA,95.0
1,40996,35.934472322463996,0.5280528141151609,0.14869292577107748,0.003383329053963119,0.8469714317742283,0.1,PCA,90.0
2,40996,37.45569237073264,0.2859975754630638,0.13531255722045898,0.02611914606337491,0.8522000007559892,0.15000000000000002,PCA,85.0
3,40996,38.5824457804362,0.4417682794706992,0.16785836219787598,0.0004041848697122484,0.8540571230019397,0.2,PCA,80.0
4,40996,40.641659736633294,0.448353781495813,0.1627229849497477,0.0014001185996192,0.8535000046340154,0.25,PCA,75.0
5,40996,41.85541987419128,0.4213504489571537,0.1598653793334961,0.02860173952244637,0.8523142795316452,0.3,PCA,70.0
6,40996,41.91461372375488,0.41647843335849816,0.18896015485127768,0.005424668669512873,0.8529999981032924,0.35000000000000003,PCA,64.99999999999999
7,40996,44.4199481010437,1.1377967624556409,0.20642550786336264,0.008782683407145548,0.8516142781028084,0.4,PCA,60.0
8,40996,45.589070240656525,1.1947250412944341,0.2039611339569092,0.007936185665579878,0.8510142903472865,0.45,PCA,55.00000000000001
9,40996,48.1210777759552,0.6540486556043875,0.20955443382263186,0.004059940482811959,0.8501000074897297,0.5,PCA,50.0
10,40996,51.07728751500447,0.8767246318794432,0.19232916831970207,0.001454598935031413,0.8494000072853654,0.55,PCA,44.99999999999999
11,40996,53.23376297950745,0.6797049373094405,0.2005945841471354,0.005805839937884083,0.8485000066727619,0.6000000000000001,PCA,39.99999999999999
12,40996,56.91311542193096,1.3950922964263346,0.1950975259145101,0.005854994265311482,0.8475428697335111,0.6500000000000001,PCA,34.999999999999986
13,40996,55.76502799987793,1.8408055334087647,0.21710856755574545,0.01843684179146521,0.8457571507532574,0.7000000000000001,PCA,29.999999999999993
14,40996,56.38152289390564,1.2293142866694071,0.2200031280517578,0.010071173621344921,0.845157132385928,0.7500000000000001,PCA,24.99999999999999
15,40996,61.50164103507996,1.3717030512305686,0.20972013473510745,0.017771325872727742,0.8438857334053944,0.8,PCA,19.999999999999996
16,40996,44.67626269658408,1.1047547531958049,0.23209238052368164,0.01006570391711535,0.8430714329971088,0.8500000000000001,PCA,14.999999999999991
17,40996,44.05192764600117,0.7748201007211399,0.2088624636332194,0.02700561512818195,0.8412714372820272,0.9000000000000001,PCA,9.999999999999986
18,40996,46.06133397420248,0.5683073560263462,0.2277291615804037,0.008729542416189359,0.8415285660578435,0.95,PCA,5.000000000000004
19,40996,47.95877544085185,0.3271523559732518,0.2470037142435709,0.030298274796307062,0.8422142944252693,1.0,PCA,0.0
20,40668,0.4904278914133708,0.011203062262843136,0.009828488032023113,0.000128713258252903,0.659398729961366,0.05,PCA,95.0
21,40668,0.6488709449768066,0.006559494284811492,0.010561466217041016,7.006667334284214e-05,0.6717586630549018,0.1,PCA,90.0
22,40668,0.6921327114105225,0.02647618492924739,0.01393453280131022,0.004296679178322687,0.6747043237562355,0.15000000000000002,PCA,85.0
23,40668,0.7806084950764974,0.0475802464149736,0.011701424916585287,0.00029326753752580896,0.69396213567802,0.2,PCA,80.0
24,40668,0.9095468521118164,0.03145955858537723,0.011743863423665363,0.00024482800819183083,0.7018369673016861,0.25,PCA,75.0
25,40668,1.0325779120127359,0.03157578039022785,0.011976877848307293,0.00013195965207011436,0.7152330624509674,0.3,PCA,70.0
26,40668,1.1562256813049316,0.012397938360338158,0.012098153432210287,0.00013960520223750802,0.7234631496366032,0.35000000000000003,PCA,64.99999999999999
27,40668,1.304300308227539,0.01916138139290697,0.012569268544514976,0.00016221650799037548,0.7305830631910831,0.4,PCA,60.0
28,40668,1.3489558696746826,0.03549758805195445,0.013316631317138672,0.000963112519986726,0.7347869206743934,0.45,PCA,55.00000000000001
29,40668,1.5987786451975503,0.06634264939552828,0.01622883478800456,0.0026445130379309147,0.7412259277350978,0.5,PCA,50.0
30,40668,1.7399011452992756,0.037267406645403976,0.014598766962687176,0.0010119244054824417,0.7467619935757952,0.55,PCA,44.99999999999999
31,40668,1.8166029453277588,0.10648249657235576,0.014960289001464844,0.0013394340071731766,0.7484494574951522,0.6000000000000001,PCA,39.99999999999999
32,40668,2.0551331837972007,0.09304310425741336,0.014452695846557615,5.8826130702335594e-05,0.7516467575528812,0.6500000000000001,PCA,34.999999999999986
33,40668,2.3026345570882163,0.17678385025124604,0.01479204495747884,6.593479586944557e-05,0.7516911644981276,0.7000000000000001,PCA,29.999999999999993
34,40668,2.8140326340993247,0.10428020610494246,0.015229940414428713,5.985810114969423e-05,0.7540299302810961,0.7500000000000001,PCA,24.99999999999999
35,40668,3.3036330540974936,0.12974008914807286,0.01798081398010254,0.002387930916777209,0.755924626611602,0.8,PCA,19.999999999999996
36,40668,2.8789328734079995,0.1369419861537501,0.018264055252075195,0.001978773560703018,0.7559986381870125,0.8500000000000001,PCA,14.999999999999991
37,40668,3.9706493218739833,0.2899569945580527,0.02384797732035319,0.010130509034487829,0.7565315215299674,0.9000000000000001,PCA,9.999999999999986
38,40668,8.105989456176758,4.1297398661421285,0.017208019892374676,0.00043389702529340917,0.7572568349689893,0.95,PCA,5.000000000000004
39,40668,7.181456406911213,2.526098512261249,0.017300526301066082,0.000128919039757785,0.7575676835857128,1.0,PCA,0.0
