dataset_id,mean_fit_time,std_fit_time,mean_score_time,std_score_time,k_size,latent_dim,n_conv,type,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy
40996,116.35976966222127,41.28046493161761,3.994911511739095,2.678437604363354,"(7, 5, 3)",0.2,3,cdae,"{'ae__k_size': (7, 5, 3), 'ae__latent_dim': 0.2, 'ae__n_conv': 3, 'ae__type': 'cdae'}",0.8678752035656124,0.858355119358848,0.8633266189516993,0.8631856472920533,0.00388783620904901,3
40996,213.3591641585032,37.20111718307841,0.20456377665201822,0.0027856233200794916,"(7, 5, 3)",0.2,3,cae,"{'ae__k_size': (7, 5, 3), 'ae__latent_dim': 0.2, 'ae__n_conv': 3, 'ae__type': 'cae'}",0.8764463872460787,0.8758410834440492,0.8790554150773583,0.8771142952558287,0.0013946463815460053,2
40996,89.23972241083781,19.60159747274194,0.22901789347330728,0.0039116843353,"(7, 5, 3)",0.2,3,cvae,"{'ae__k_size': (7, 5, 3), 'ae__latent_dim': 0.2, 'ae__n_conv': 3, 'ae__type': 'cvae'}",0.7266220965115282,0.7335104787211246,0.7274675352505036,0.7292000368277188,0.0030674227675863966,4
40996,260.85938390096027,34.421136655298255,0.2198368708292643,0.002172314441218146,"(7, 5, 3)",0.2,3,csae,"{'ae__k_size': (7, 5, 3), 'ae__latent_dim': 0.2, 'ae__n_conv': 3, 'ae__type': 'csae'}",0.8788891745950116,0.8757553679338276,0.8818411691595595,0.8788285705627995,0.0024848874926000413,1
