,dataset_id,mean_fit_time,std_fit_time,mean_score_time,std_score_time,hidden_dims,type,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_reconstruction_error,split1_test_reconstruction_error,split2_test_reconstruction_error,mean_test_reconstruction_error,std_test_reconstruction_error,rank_test_reconstruction_error,ae_mean_fit_time,ae_std_fit_time,ae_mean_score_time,ae_std_score_time,compression
347,40668,45.185857852299996,6.231980280392122,0.1615138053894043,0.051220852403272926,1.8,SAE,"{'ae__hidden_dims': 1.8, 'ae__type': 'sae'}",0.7470136329321906,0.7514099205115681,0.7472356676584218,0.7485530737007268,0.002022128438118817,19,0.00048614334082230926,0.0003953476552851498,0.00048012248589657247,0.00045387116066801037,4.145530271857057e-05,107.0,60.98303747177124,4.966315339887236,0.02697579065958659,0.00047243808393472326,0.5555555555555556
348,40668,40.355677843093865,5.89439727624325,0.12289841969807942,0.033153527458163745,1.85,AE,"{'ae__hidden_dims': 1.85, 'ae__type': 'ae'}",0.7365335938540788,0.7373773258137573,0.7364891869088326,0.7368000355255563,0.0004086082490886672,56,0.0005958991823717952,0.0002934509248007089,0.0006710253655910492,0.0005201251575878508,0.00016319087333243216,101.0,46.63589255015054,20.398859978948114,0.02517112096150716,0.0008853688692742859,0.5405405405405405
349,40668,70.18913682301839,14.532550636897724,0.09235072135925293,0.0051183276134416,1.85,DAE,"{'ae__hidden_dims': 1.85, 'ae__type': 'dae'}",0.7454149829033261,0.7566943469958701,0.7515875482925529,0.7512322927305831,0.004611627946020499,12,0.008389667607843876,0.007366118486970662,0.009495481848716736,0.008417089314510427,0.000869525174672558,27.0,53.09958179791769,14.101847379512273,0.029739538828531906,0.006632487503868833,0.5405405405405405
350,40668,59.95752835273743,2.304793443052252,0.16790262858072916,0.02547931867566489,1.85,SAE,"{'ae__hidden_dims': 1.85, 'ae__type': 'sae'}",0.7496336427017185,0.7586482525867045,0.7539855233358497,0.7540891395414242,0.003680928332469518,4,0.0003266146231908351,0.00030368732404895127,0.0004334977711550891,0.0003545999061316252,5.656895550524104e-05,115.0,63.28601614634197,12.402205892708617,0.028771718343098964,0.004603844457454191,0.5405405405405405
351,40668,60.25635051727295,7.704447147355185,0.12023504575093588,0.0316276366452218,1.9,AE,"{'ae__hidden_dims': 1.9000000000000001, 'ae__type': 'ae'}",0.742572938407567,0.7435942981482304,0.7411963231049337,0.7424545198869104,0.000982543734936481,37,0.00029991523479111487,0.0002988935739267617,0.00030332800815813243,0.00030071227229200304,1.8960491065114861e-06,119.0,46.17726174990335,4.5759396723454255,0.026676177978515625,0.0014451656900751288,0.5263157894736842
352,40668,62.17832636833191,10.471436427621112,0.09149901072184244,0.013224745403371416,1.9,DAE,"{'ae__hidden_dims': 1.9000000000000001, 'ae__type': 'dae'}",0.7474132954394067,0.7545184066788045,0.7568275678316089,0.75291975664994,0.004006152984658833,7,0.007527781650424003,0.00817626528441906,0.0068690781481564045,0.0075243750276664904,0.000533662350250043,41.0,76.76451190312703,16.435827010665758,0.02549433708190918,0.0010253620019533775,0.5263157894736842
353,40668,48.89795819918314,7.270226431404438,0.1039421558380127,0.008358254834461492,1.9,SAE,"{'ae__hidden_dims': 1.9000000000000001, 'ae__type': 'sae'}",0.7475909232203917,0.7504329677161508,0.7457702384652959,0.7479313764672795,0.0019187135146032054,21,0.00022653427731711412,0.0005239423480816183,0.0005970179336145518,0.0004491648530044282,0.00016022544580141638,109.0,58.44821937878928,8.965002822512785,0.03016432126363118,0.004657845113560718,0.5263157894736842
354,40668,52.13347864151001,13.527269785300408,0.1133411725362142,0.01754176807311345,1.95,AE,"{'ae__hidden_dims': 1.9500000000000002, 'ae__type': 'ae'}",0.7397308939118078,0.7420844620098583,0.7417292064478884,0.7411815207898514,0.0010359505725193636,42,0.0004130427550990135,0.00032122721313498914,0.0007013010908849537,0.00047852368637298537,0.0001619256051552765,106.0,38.04812026023865,8.59600431271558,0.02544554074605306,0.0002565781490821587,0.5128205128205129
355,40668,84.60179726282756,15.664910419306901,0.11079907417297363,0.0189552779453244,1.95,DAE,"{'ae__hidden_dims': 1.9500000000000002, 'ae__type': 'dae'}",0.7508770371686132,0.7541187441715884,0.7543851858430659,0.7531269890610891,0.001594670379716362,6,0.008342071436345577,0.007688262965530156,0.008442909456789494,0.008157747952888409,0.00033451875045388774,30.0,63.289074818293244,6.470230458877762,0.02660369873046875,0.000940189471399034,0.5128205128205129
356,40668,64.34102121988933,8.515658405955756,0.11226304372151692,0.0030808822126766515,1.95,SAE,"{'ae__hidden_dims': 1.9500000000000002, 'ae__type': 'sae'}",0.7554065455837293,0.753852302500111,0.7504329677161508,0.7532306052666637,0.0020774984618965667,5,0.00016027431411202994,0.0004968853900209068,0.00014091847697272897,0.0002660260603685553,0.00016343333946595406,120.0,74.21021453539532,5.065014807146805,0.02764439582824707,0.0012336535891886095,0.5128205128205129
