,clf,split0_ae_fit_time,split0_clf_fit_time,split0_test_accuracy,split0_score_time,split1_ae_fit_time,split1_clf_fit_time,split1_test_accuracy,split1_score_time,split2_ae_fit_time,split2_clf_fit_time,split2_test_accuracy,split2_score_time,dataset_id,hidden_dims,mean_ae_fit_time,mean_clf_fit_time,mean_score_time,mean_test_accuracy
71,KNeighborsClassifier,8.191650390625,0.004529714584350586,0.5355805243445693,0.03211164474487305,6.260321855545044,0.007072925567626953,0.5572232645403377,0.04913616180419922,8.104665040969849,0.00555872917175293,0.5778611632270169,0.03515291213989258,1492,1.0,7.518879095713299,0.005720456441243489,0.03880023956298828,0.5568883173706413
72,SVC,7.910642862319946,0.1984670162200928,0.3820224719101124,0.1244831085205078,7.426932334899902,0.20142602920532227,0.3883677298311445,0.11951828002929688,6.382599592208862,0.2425055503845215,0.36397748592870544,0.12355875968933105,1492,1.25,7.2400582631429025,0.21413286526997885,0.12252004941304526,0.3781225625566541
73,LinearSVC,7.910642862319946,0.8373508453369141,0.4625468164794008,0.0016560554504394533,7.426932334899902,1.0576848983764648,0.4577861163227017,0.0012619495391845705,6.382599592208862,0.8376452922821045,0.49906191369606,0.0015544891357421875,1492,1.25,7.2400582631429025,0.9108936786651612,0.0014908313751220705,0.4731316154993874
74,LogisticRegression,7.910642862319946,4.035579919815064,0.6292134831460674,0.002777814865112305,7.426932334899902,2.987004280090332,0.6153846153846154,0.0008585453033447267,6.382599592208862,2.98393988609314,0.6585365853658537,0.0011768341064453125,1492,1.25,7.2400582631429025,3.3355080286661782,0.0016043980916341145,0.6343782279655121
75,GaussianNB,7.910642862319946,0.012364625930786131,0.5355805243445693,0.0217440128326416,7.426932334899902,0.005281209945678711,0.5440900562851783,0.01758408546447754,6.382599592208862,0.005399703979492188,0.5722326454033771,0.016542673110961914,1492,1.25,7.2400582631429025,0.007681846618652344,0.01862359046936035,0.5506344086777082
76,DecisionTreeClassifier,7.910642862319946,0.23241448402404785,0.4868913857677903,0.0005497932434082031,7.426932334899902,0.2469298839569092,0.4878048780487805,0.0004627704620361328,6.382599592208862,0.27795886993408203,0.4671669793621013,0.0004837512969970703,1492,1.25,7.2400582631429025,0.2524344126383464,0.0004987716674804689,0.4806210810595574
77,KNeighborsClassifier,7.910642862319946,0.005387067794799805,0.5543071161048689,0.03536701202392578,7.426932334899902,0.00490880012512207,0.5628517823639775,0.03719472885131836,6.382599592208862,0.005241632461547852,0.5647279549718575,0.035933256149291985,1492,1.25,7.2400582631429025,0.005179166793823242,0.03616499900817871,0.5606289511469013
78,SVC,10.537081956863405,0.2314827442169189,0.3801498127340824,0.12963008880615234,4.645538091659546,0.2229292392730713,0.3621013133208255,0.1283557415008545,7.98857045173645,0.23160505294799805,0.3621013133208255,0.13137578964233398,1492,1.5,7.723730166753132,0.22867234547932944,0.12978720664978027,0.3681174797919111
79,LinearSVC,10.537081956863405,1.045029878616333,0.3801498127340824,0.0014500617980957033,4.645538091659546,1.0104634761810305,0.39587242026266417,0.0014688968658447266,7.98857045173645,1.0479669570922852,0.450281425891182,0.0012905597686767578,1492,1.5,7.723730166753132,1.0344867706298828,0.0014031728108723958,0.4087678862959762
80,LogisticRegression,10.537081956863405,3.5091207027435303,0.6367041198501873,0.0007951259613037108,4.645538091659546,4.20916223526001,0.6360225140712945,0.0007863044738769531,7.98857045173645,4.210033178329469,0.6378986866791745,0.00128173828125,1492,1.5,7.723730166753132,3.9761053721110025,0.0009543895721435547,0.6368751068668854
81,GaussianNB,10.537081956863405,0.005396604537963867,0.5561797752808989,0.0186769962310791,4.645538091659546,0.005318164825439453,0.5028142589118199,0.01955890655517578,7.98857045173645,0.005586385726928711,0.5872420262664165,0.019797325134277344,1492,1.5,7.723730166753132,0.005433718363444011,0.019344409306844074,0.5487453534863783
82,DecisionTreeClassifier,10.537081956863405,0.3161540031433105,0.4756554307116105,0.000576019287109375,4.645538091659546,0.2954988479614258,0.4784240150093809,0.0004131793975830078,7.98857045173645,0.3027451038360596,0.4878048780487805,0.0004508495330810547,1492,1.5,7.723730166753132,0.30479931831359863,0.0004800160725911458,0.4806281079232573
83,KNeighborsClassifier,10.537081956863405,0.005946159362792969,0.5842696629213483,0.0435330867767334,4.645538091659546,0.006067037582397461,0.5272045028142589,0.04009771347045898,7.98857045173645,0.006326913833618164,0.5872420262664165,0.0415029525756836,1492,1.5,7.723730166753132,0.006113370259602864,0.041711250940958663,0.5662387306673412
84,SVC,4.7935147285461435,0.2687385082244873,0.3539325842696629,0.1478097438812256,5.614447593688965,0.3036739826202393,0.3583489681050657,0.15595364570617676,4.839925765991211,0.2860057353973389,0.350844277673546,0.15739130973815918,1492,1.75,5.082629362742106,0.2861394087473552,0.1537182331085205,0.3543752766827581
85,LinearSVC,4.7935147285461435,1.2250580787658691,0.4101123595505618,0.0013632774353027346,5.614447593688965,1.262336254119873,0.4484052532833021,0.0015168190002441404,4.839925765991211,1.2341229915618896,0.4052532833020638,0.0011751651763916016,1492,1.75,5.082629362742106,1.2405057748158772,0.001351753870646159,0.4212569653786426
86,LogisticRegression,4.7935147285461435,23.832700490951535,0.6329588014981273,0.00254511833190918,5.614447593688965,22.460960388183594,0.5984990619136961,0.001718759536743164,4.839925765991211,14.859265089035034,0.6529080675422139,0.002022266387939453,1492,1.75,5.082629362742106,20.384308656056717,0.002095381418863932,0.6281219769846791
87,GaussianNB,4.7935147285461435,0.01096510887145996,0.5280898876404494,0.04008102416992188,5.614447593688965,0.005902528762817383,0.5365853658536586,0.02236795425415039,4.839925765991211,0.01113581657409668,0.5834896810506567,0.0417323112487793,1492,1.75,5.082629362742106,0.009334484736124674,0.03472709655761719,0.5493883115149215
88,DecisionTreeClassifier,4.7935147285461435,0.4112248420715332,0.5112359550561798,0.0006844997406005858,5.614447593688965,0.3609580993652344,0.4371482176360225,0.0006313323974609375,4.839925765991211,0.3991420269012451,0.5084427767354597,0.0005733966827392577,1492,1.75,5.082629362742106,0.3904416561126709,0.0006297429402669271,0.48560898314255396
89,KNeighborsClassifier,4.7935147285461435,0.007399320602416992,0.5411985018726592,0.045281648635864265,5.614447593688965,0.007590055465698242,0.549718574108818,0.05431628227233887,4.839925765991211,0.007306098937988281,0.5759849906191371,0.05013442039489746,1492,1.75,5.082629362742106,0.007431825002034505,0.0499107837677002,0.5556340222002047
90,SVC,5.325188875198363,0.3317480087280273,0.3651685393258427,0.1502513885498047,4.594227313995361,0.30997133255004883,0.3377110694183865,0.15279483795166016,4.6572675704956055,0.3089263439178467,0.3133208255159475,0.16656970977783206,1492,2.0,4.85889458656311,0.3168818950653076,0.15653864542643228,0.33873347808672555
91,LinearSVC,5.325188875198363,1.3412747383117676,0.3951310861423221,0.0012431144714355467,4.594227313995361,1.3673181533813477,0.4090056285178236,0.001485586166381836,4.6572675704956055,1.697721242904663,0.4052532833020638,0.0011396408081054688,1492,2.0,4.85889458656311,1.4687713781992595,0.0012894471486409507,0.4031299993207365
92,LogisticRegression,5.325188875198363,15.419813632965088,0.649812734082397,0.0021910667419433594,4.594227313995361,14.506192684173586,0.6153846153846154,0.002093791961669922,4.6572675704956055,17.859219551086426,0.6022514071294559,0.005537509918212891,1492,2.0,4.85889458656311,15.9284086227417,0.003274122873942057,0.6224829188654893
93,GaussianNB,5.325188875198363,0.011909246444702148,0.5262172284644194,0.046296119689941406,4.594227313995361,0.011032819747924805,0.5290806754221389,0.043912410736083984,4.6572675704956055,0.01193857192993164,0.5272045028142589,0.04603791236877442,1492,2.0,4.85889458656311,0.011626879374186196,0.04541548093159994,0.5275008022336057
94,DecisionTreeClassifier,5.325188875198363,0.4292304515838623,0.4868913857677903,0.000614166259765625,4.594227313995361,0.4676907062530518,0.5046904315196998,0.0006783008575439452,4.6572675704956055,0.4060962200164795,0.4427767354596623,0.0007762908935546875,1492,2.0,4.85889458656311,0.4343391259511312,0.0006895860036214192,0.4781195175823842
95,KNeighborsClassifier,5.325188875198363,0.008393287658691406,0.5299625468164794,0.05293059349060058,4.594227313995361,0.00823068618774414,0.5703564727954972,0.05603170394897461,4.6572675704956055,0.00882101058959961,0.5215759849906192,0.05439591407775879,1492,2.0,4.85889458656311,0.008481661478678385,0.05445273717244466,0.5406316682008653
96,SVC,65.69692659378053,0.12974905967712402,0.5446910617876425,0.07387948036193848,63.74816584587097,0.13256263732910156,0.5883588358835884,0.07137179374694824,74.24908804893494,0.1306769847869873,0.4188418841884188,0.07037234306335449,40668,0.25,67.89806016286214,0.1309962272644043,0.07187453905741374,0.5172972606198832
97,LinearSVC,65.69692659378053,0.17355608940124512,0.6985602879424115,0.0007894039154052733,63.74816584587097,0.18336105346679688,0.6948694869486949,0.0008857250213623047,74.24908804893494,0.16498541831970215,0.699069906990699,0.0008046627044677733,40668,0.25,67.89806016286214,0.1739675203959147,0.0008265972137451173,0.6974998939606017
98,LogisticRegression,65.69692659378053,0.5057408809661865,0.6994601079784043,0.001230478286743164,63.74816584587097,0.2599484920501709,0.6954695469546954,0.0014276504516601562,74.24908804893494,0.6750264167785645,0.7020702070207021,0.0009229183197021484,40668,0.25,67.89806016286214,0.4802385965983073,0.001193682352701823,0.6989999539846007
99,GaussianNB,65.69692659378053,0.004651069641113281,0.6901619676064787,0.003043174743652344,63.74816584587097,0.004745244979858398,0.6909690969096911,0.0030455589294433594,74.24908804893494,0.003479719161987305,0.6966696669666966,0.002346992492675781,40668,0.25,67.89806016286214,0.004292011260986328,0.002811908721923828,0.6926002438276221
100,DecisionTreeClassifier,65.69692659378053,0.20281338691711426,0.5929814037192561,0.0007472038269042969,63.74816584587097,0.20403409004211426,0.5952595259525952,0.0010178089141845703,74.24908804893494,0.20287084579467773,0.6102610261026102,0.0010018348693847656,40668,0.25,67.89806016286214,0.20323944091796875,0.0009222825368245443,0.5995006519248206
101,KNeighborsClassifier,65.69692659378053,0.011131048202514648,0.6970605878824235,0.8303396701812744,63.74816584587097,0.0121002197265625,0.7035703570357036,0.8181700706481934,74.24908804893494,0.012272119522094728,0.7032703270327033,0.8041007518768309,40668,0.25,67.89806016286214,0.011834462483723959,0.8175368309020996,0.7013004239836101
102,SVC,28.7545108795166,0.20302414894104004,0.4523095380923815,0.11796236038208008,27.83622646331787,0.1960322856903076,0.4875487548754875,0.11221528053283693,28.359747886657715,0.2042689323425293,0.4548454845484549,0.11325407028198242,40668,0.5,28.316828409830734,0.20110845565795896,0.11447723706563312,0.46490125917210795
103,LinearSVC,28.7545108795166,0.26195263862609863,0.7012597480503899,0.0017299652099609375,27.83622646331787,0.25348830223083496,0.6999699969997,0.006389617919921875,28.359747886657715,0.2631800174713135,0.6864686468646864,0.006569147109985352,40668,0.5,28.316828409830734,0.25954031944274897,0.004896243413289389,0.6958994639715921
104,LogisticRegression,28.7545108795166,0.4821670055389404,0.6994601079784043,0.0012705326080322266,27.83622646331787,0.3457460403442383,0.6987698769876988,0.005491495132446289,28.359747886657715,0.28376412391662603,0.6891689168916891,0.0017054080963134766,40668,0.5,28.316828409830734,0.3705590565999349,0.0028224786122639967,0.6957996339525975
105,GaussianNB,28.7545108795166,0.00582122802734375,0.6745650869826035,0.003633737564086914,27.83622646331787,0.004892110824584961,0.6711671167116712,0.003191232681274414,28.359747886657715,0.006474971771240234,0.6732673267326733,0.0038390159606933602,40668,0.5,28.316828409830734,0.005729436874389648,0.003554662068684896,0.6729998434756493
106,DecisionTreeClassifier,28.7545108795166,0.3390190601348877,0.6139772045590882,0.0008740425109863281,27.83622646331787,0.3906295299530029,0.6063606360636064,0.0018165111541748047,28.359747886657715,0.3734226226806641,0.6057605760576058,0.0007967948913574219,40668,0.5,28.316828409830734,0.3676904042561849,0.0011624495188395185,0.6086994722267668
107,KNeighborsClassifier,28.7545108795166,0.020960092544555664,0.7120575884823035,1.5075850486755369,27.83622646331787,0.025849103927612305,0.6993699369936993,1.5690555572509766,28.359747886657715,0.021178483963012692,0.7104710471047104,1.5649247169494631,40668,0.5,28.316828409830734,0.022662560145060226,1.5471884409586592,0.7072995241935711
108,SVC,17.478981733322144,0.2568516731262207,0.5458908218356329,0.1553962230682373,18.238355159759518,0.2659430503845215,0.5007500750075008,0.15972208976745605,22.667940855026245,0.2781250476837158,0.4155415541554156,0.15370559692382812,40668,0.75,19.461759249369305,0.2669732570648193,0.15627463658650714,0.4873941503328497
109,LinearSVC,17.478981733322144,0.359738826751709,0.6961607678464307,0.006728649139404297,18.238355159759518,0.3517794609069824,0.6987698769876988,0.0018231868743896484,22.667940855026245,0.3546738624572754,0.7071707170717072,0.009643793106079102,40668,0.75,19.461759249369305,0.3553973833719889,0.0060652097066243495,0.7007004539686122
110,LogisticRegression,17.478981733322144,0.4323980808258057,0.7036592681463707,0.0011796951293945312,18.238355159759518,0.7747774124145508,0.7005700570057005,0.0017473697662353516,22.667940855026245,0.941642999649048,0.7095709570957096,0.005483150482177734,40668,0.75,19.461759249369305,0.7162728309631348,0.0028034051259358725,0.7046000940825937
111,GaussianNB,17.478981733322144,0.004176139831542969,0.6577684463107378,0.002839326858520508,18.238355159759518,0.02292656898498535,0.6333633363336334,0.01709580421447754,22.667940855026245,0.005286931991577149,0.6591659165916591,0.0037970542907714852,40668,0.75,19.461759249369305,0.010796546936035156,0.007910728454589844,0.6500992330786768
112,DecisionTreeClassifier,17.478981733322144,0.6017630100250244,0.6049790041991602,0.0011622905731201172,18.238355159759518,0.5675802230834961,0.6123612361236124,0.0009636878967285156,22.667940855026245,0.5793490409851074,0.6114611461146114,0.001279592514038086,40668,0.75,19.461759249369305,0.582897424697876,0.0011351903279622395,0.6096004621457946
113,KNeighborsClassifier,17.478981733322144,0.033230066299438484,0.7114577084583084,2.331855058670044,18.238355159759518,0.031940221786499016,0.708070807080708,2.507199764251709,22.667940855026245,0.035717010498046875,0.7032703270327033,2.4262948036193848,40668,0.75,19.461759249369305,0.03362909952799479,2.421783208847046,0.7075996141905733
114,SVC,20.046013593673703,0.3281872272491455,0.4520095980803839,0.2011902332305908,19.917701721191406,0.3268873691558838,0.4515451545154515,0.2030799388885498,19.483153343200684,0.332413911819458,0.5313531353135313,0.1999421119689941,40668,1.0,19.815622886021927,0.3291628360748291,0.20140409469604487,0.4783026293031223
115,LinearSVC,20.046013593673703,0.4636454582214356,0.7177564487102579,0.0038657188415527344,19.917701721191406,0.4655570983886719,0.7107710771077108,0.009869813919067385,19.483153343200684,0.5325429439544678,0.7044704470447045,0.002478599548339844,40668,1.0,19.815622886021927,0.4872485001881917,0.00540471076965332,0.7109993242875577
116,LogisticRegression,20.046013593673703,1.225128173828125,0.7255548890221956,0.002072334289550781,19.917701721191406,1.5158586502075195,0.7152715271527152,0.0020759105682373047,19.483153343200684,2.1180737018585205,0.7074707470747075,0.008849859237670898,40668,1.0,19.815622886021927,1.6196868419647217,0.004332701365152995,0.7160990544165395
117,GaussianNB,20.046013593673703,0.008214235305786133,0.6616676664667066,0.005940914154052734,19.917701721191406,0.009002923965454102,0.6585658565856586,0.005925893783569336,19.483153343200684,0.020427465438842773,0.6312631263126313,0.004365444183349609,40668,1.0,19.815622886021927,0.012548208236694336,0.0054107507069905605,0.6504988831216655
118,DecisionTreeClassifier,20.046013593673703,0.7273483276367188,0.6145770845830834,0.0012955665588378904,19.917701721191406,0.7172727584838867,0.6300630063006301,0.001224517822265625,19.483153343200684,0.7799241542816162,0.6174617461746175,0.0012791156768798828,40668,1.0,19.815622886021927,0.7415150801340739,0.0012664000193277993,0.620700612352777
119,KNeighborsClassifier,20.046013593673703,0.048718929290771484,0.7078584283143371,3.060962200164795,19.917701721191406,0.044252872467041016,0.7128712871287128,3.0765252113342285,19.483153343200684,0.04425859451293945,0.7206720672067207,3.0514302253723145,40668,1.0,19.815622886021927,0.045743465423583984,3.0629725456237797,0.7138005942165901
120,SVC,20.28966379165649,0.4154074192047119,0.5317936412717457,0.24326038360595706,17.105576276779175,0.39024233818054205,0.5754575457545754,0.2425835132598877,10.731331110000609,0.42460083961486816,0.5634563456345635,0.2499852180480957,40668,1.25,16.042190392812092,0.41008353233337397,0.2452763716379801,0.5569025108869615
121,LinearSVC,20.28966379165649,0.5111815929412842,0.7213557288542292,0.0022346973419189453,17.105576276779175,0.6946818828582764,0.7098709870987099,0.006165504455566406,10.731331110000609,0.5544519424438477,0.7170717071707171,0.010316133499145508,40668,1.25,16.042190392812092,0.5867718060811361,0.006238778432210286,0.7160994743745521
122,LogisticRegression,20.28966379165649,1.717773675918579,0.7306538692261547,0.0034863948822021484,17.105576276779175,2.0274324417114262,0.7146714671467147,0.01250314712524414,10.731331110000609,2.547943592071533,0.7209720972097209,0.0028624534606933594,40668,1.25,16.042190392812092,2.0977165699005127,0.006283998489379883,0.7220991445275301
123,GaussianNB,20.28966379165649,0.01091766357421875,0.6406718656268746,0.007054328918457031,17.105576276779175,0.01838922500610352,0.6366636663666366,0.01082754135131836,10.731331110000609,0.009685039520263672,0.6279627962796279,0.006709814071655274,40668,1.25,16.042190392812092,0.01299730936686198,0.00819722811381022,0.6350994427577131
124,DecisionTreeClassifier,20.28966379165649,1.0277996063232422,0.623875224955009,0.001330852508544922,17.105576276779175,0.8991148471832275,0.6189618961896189,0.001271963119506836,10.731331110000609,0.9377732276916504,0.6294629462946295,0.0013608932495117188,40668,1.25,16.042190392812092,0.9548958937327068,0.001321236292521159,0.6241000224797525
125,KNeighborsClassifier,20.28966379165649,0.0744321346282959,0.711757648470306,3.8591623306274414,17.105576276779175,0.05134391784667969,0.7179717971797179,3.604484081268311,10.731331110000609,0.053629159927368164,0.7098709870987099,3.700957536697388,40668,1.25,16.042190392812092,0.05980173746744793,3.7215346495310464,0.713200144249578
126,SVC,18.360633134841922,0.45020079612731934,0.5875824835032993,0.2863743305206299,15.970523357391356,0.4488284587860107,0.5655565556555655,0.28334736824035645,15.607325553894045,0.5045678615570068,0.5235523552355236,0.3178989887237549,40668,1.5,16.64616068204244,0.4678657054901123,0.29587356249491376,0.5588971314647962
127,LinearSVC,18.360633134841922,0.6107635498046875,0.7165566886622675,0.00984334945678711,15.970523357391356,0.5824263095855713,0.7182718271827183,0.002759218215942383,15.607325553894045,0.607595682144165,0.7248724872487249,0.0027008056640625,40668,1.5,16.64616068204244,0.6002618471781412,0.005101124445597331,0.7199003343645702
128,LogisticRegression,18.360633134841922,2.744502305984497,0.7234553089382123,0.006403446197509766,15.970523357391356,2.62845516204834,0.7296729672967297,0.006466150283813477,15.607325553894045,2.5682907104492188,0.7335733573357336,0.007826805114746094,40668,1.5,16.64616068204244,2.647082726160685,0.006898800532023111,0.7289005445235586
129,GaussianNB,18.360633134841922,0.010460138320922852,0.6220755848830234,0.007735252380371094,15.970523357391356,0.02239227294921875,0.6141614161416141,0.015990495681762695,15.607325553894045,0.010406970977783205,0.6360636063606361,0.0075130462646484375,40668,1.5,16.64616068204244,0.014419794082641603,0.010412931442260742,0.6241002024617579
130,DecisionTreeClassifier,18.360633134841922,1.1866638660430908,0.6139772045590882,0.0014269351959228516,15.970523357391356,1.1519496440887451,0.6270627062706271,0.0013585090637207033,15.607325553894045,1.3693292140960691,0.6108610861086109,0.001440286636352539,40668,1.5,16.64616068204244,1.2359809080759685,0.0014085769653320312,0.6173003323127754
131,KNeighborsClassifier,18.360633134841922,0.06252169609069824,0.7162567486502699,4.44639778137207,15.970523357391356,0.06290507316589355,0.7161716171617162,4.575450658798218,15.607325553894045,0.06613850593566895,0.7167716771677167,4.354926109313965,40668,1.5,16.64616068204244,0.06385509173075359,4.458924849828084,0.7164000143265676
132,SVC,14.949982166290285,0.5188114643096924,0.5896820635872826,0.3305821418762207,16.080434799194336,0.5379462242126465,0.5091509150915091,0.3446176052093506,17.109824180603027,0.5342884063720703,0.5724572457245725,0.32666492462158203,40668,1.75,16.04674704869588,0.5303486982981364,0.3339548905690511,0.557096741467788
133,LinearSVC,14.949982166290285,0.7099757194519043,0.7237552489502099,0.02640080451965332,16.080434799194336,0.7006211280822754,0.714971497149715,0.0026540756225585933,17.109824180603027,0.6845390796661377,0.7284728472847285,0.004645109176635742,40668,1.75,16.04674704869588,0.6983786424001058,0.01123332977294922,0.7223998644615511
134,LogisticRegression,14.949982166290285,2.5214200019836426,0.7231553689262148,0.005478382110595703,16.080434799194336,3.1569337844848637,0.7227722772277227,0.005269289016723633,17.109824180603027,2.985262155532837,0.7317731773177317,0.002008676528930664,40668,1.75,16.04674704869588,2.8878719806671143,0.004252115885416667,0.7259002744905564
135,GaussianNB,14.949982166290285,0.01214456558227539,0.6046790641871626,0.009307384490966795,16.080434799194336,0.008736133575439453,0.6204620462046204,0.005993366241455078,17.109824180603027,0.008120059967041016,0.6261626162616262,0.006191253662109375,40668,1.75,16.04674704869588,0.009666919708251951,0.00716400146484375,0.617101242217803
136,DecisionTreeClassifier,14.949982166290285,1.724435329437256,0.6286742651469706,0.0015375614166259766,16.080434799194336,1.6902830600738523,0.6351635163516351,0.0015904903411865234,17.109824180603027,1.5082740783691406,0.6255625562556255,0.00203704833984375,40668,1.75,16.04674704869588,1.6409974892934165,0.0017217000325520833,0.6298001125847438
137,KNeighborsClassifier,14.949982166290285,0.07393336296081543,0.7156568686262748,4.977126836776733,16.080434799194336,0.07849264144897461,0.7017701770177017,5.192974805831909,17.109824180603027,0.08775687217712402,0.7089708970897091,5.501528024673462,40668,1.75,16.04674704869588,0.08006095886230469,5.223876555760701,0.7087993142445619
138,SVC,16.63129448890686,0.5790562629699707,0.5563887222555489,0.3808917999267578,17.819101572036747,0.5783736705780029,0.3708370837083708,0.4236741065979004,16.31864619255066,0.5815358161926271,0.5640564056405639,0.3705439567565918,40668,2.0,16.923014084498092,0.5796552499135336,0.3917032877604167,0.4970940705348279
139,LinearSVC,16.63129448890686,0.7826826572418213,0.6961607678464307,0.002894163131713867,17.819101572036747,0.9117133617401124,0.7179717971797179,0.0031845569610595703,16.31864619255066,0.8667042255401611,0.6798679867986799,0.010829687118530272,40668,2.0,16.923014084498092,0.8537000815073649,0.005636135737101236,0.6980001839416095
140,LogisticRegression,16.63129448890686,3.366809844970703,0.7330533893221356,0.004131078720092773,17.819101572036747,2.0833256244659424,0.7158715871587159,0.003923416137695313,16.31864619255066,1.4365525245666504,0.7323732373237324,0.006998300552368164,40668,2.0,16.923014084498092,2.295562664667765,0.005017598470052083,0.7270994046015279
141,GaussianNB,16.63129448890686,0.01356959342956543,0.6148770245950811,0.01126384735107422,17.819101572036747,0.01660013198852539,0.6138613861386139,0.009934663772583008,16.31864619255066,0.011497735977172852,0.6144614461446145,0.009790420532226562,40668,2.0,16.923014084498092,0.013889153798421223,0.010329643885294596,0.6143999522927698
142,DecisionTreeClassifier,16.63129448890686,1.4363441467285156,0.6235752849430114,0.0017426013946533205,17.819101572036747,1.5190057754516602,0.6306630663066307,0.0015668869018554688,16.31864619255066,1.6774368286132812,0.6258625862586259,0.0014872550964355467,40668,2.0,16.923014084498092,1.5442622502644856,0.0015989144643147786,0.6267003125027559
143,KNeighborsClassifier,16.63129448890686,0.08254718780517578,0.729754049190162,5.696633338928223,17.819101572036747,0.08022069931030272,0.7263726372637264,5.597373008728027,16.31864619255066,0.08093523979187013,0.7317731773177317,5.817866802215576,40668,2.0,16.923014084498092,0.08123437563578287,5.703957716623943,0.7292999545905401
144,SVC,29.63059949874878,2.099484920501709,0.7960407918416317,1.9195151329040527,27.493984460830692,2.1438355445861816,0.7878787878787878,1.9752376079559328,27.128490686416626,2.140409231185913,0.8172817281728173,1.9524705410003664,40996,0.25,28.08435821533203,2.1279098987579346,1.9490744272867842,0.8004004359644122
145,LinearSVC,29.63059949874878,0.9132440090179444,0.8467306538692262,0.009824991226196287,27.493984460830692,0.8674368858337402,0.8613861386138614,0.003578662872314453,27.128490686416626,0.8924798965454102,0.8523852385238524,0.008183956146240234,40996,0.25,28.08435821533203,0.8910535971323649,0.007195870081583659,0.8535006770023132
146,LogisticRegression,29.63059949874878,5.366533279418945,0.8449310137972406,0.005165815353393555,27.493984460830692,6.631964921951294,0.8406840684068407,0.00428462028503418,27.128490686416626,5.626370429992676,0.8439843984398441,0.0035076141357421875,40996,0.25,28.08435821533203,5.874956210454304,0.004319349924723308,0.8431998268813085
147,GaussianNB,29.63059949874878,0.011993169784545898,0.7471505698860228,0.027428388595581055,27.493984460830692,0.01709771156311035,0.7584758475847585,0.03559279441833496,27.128490686416626,0.01447439193725586,0.7512751275127513,0.03398299217224121,40996,0.25,28.08435821533203,0.01452175776163737,0.032334725062052413,0.7523005149945109
148,DecisionTreeClassifier,29.63059949874878,1.7112319469451904,0.7312537492501501,0.0016431808471679688,27.493984460830692,1.7582104206085205,0.7455745574557455,0.0017261505126953125,27.128490686416626,1.7871260643005369,0.7554755475547554,0.0016405582427978516,40996,0.25,28.08435821533203,1.7521894772847493,0.0016699632008870444,0.7441012847535503
149,KNeighborsClassifier,29.63059949874878,0.10177946090698242,0.8332333533293341,5.652674913406372,27.493984460830692,0.10337376594543456,0.8481848184818482,5.967571973800659,27.128490686416626,0.10616707801818848,0.8478847884788479,5.790342092514037,40996,0.25,28.08435821533203,0.10377343495686847,5.8035296599070225,0.8431009867633433
150,SVC,24.062082052230835,4.0714828968048105,0.8065386922615477,3.738025188446045,22.395923614501953,4.249769449234009,0.7983798379837984,3.8367297649383545,24.42804837226868,3.975249528884888,0.8142814281428142,3.706487894058228,40996,0.5,23.62868467966716,4.098833958307901,3.760414282480876,0.8063999861293868
151,LinearSVC,24.062082052230835,1.6371052265167236,0.8458308338332333,0.010496854782104492,22.395923614501953,1.8860204219818115,0.8487848784878488,0.014472723007202147,24.42804837226868,1.6247711181640625,0.8256825682568257,0.011107206344604492,40996,0.5,23.62868467966716,1.7159655888875325,0.012025594711303713,0.8400994268593026
152,LogisticRegression,24.062082052230835,5.135024309158325,0.8257348530293941,0.005769252777099609,22.395923614501953,4.7525668144226065,0.8211821182118212,0.005553483963012695,24.42804837226868,5.758139371871947,0.8217821782178217,0.005923271179199219,40996,0.5,23.62868467966716,5.215243498484294,0.005748669306437175,0.8228997164863457
153,GaussianNB,24.062082052230835,0.027352094650268555,0.7810437912417516,0.07124447822570801,22.395923614501953,0.01972651481628418,0.7698769876987699,0.050174713134765625,24.42804837226868,0.038991689682006836,0.7731773177317732,0.08534741401672362,40996,0.5,23.62868467966716,0.028690099716186523,0.0689222017923991,0.7746993655574316
154,DecisionTreeClassifier,24.062082052230835,3.0515999794006348,0.7408518296340731,0.002480268478393555,22.395923614501953,3.7298250198364262,0.7275727572757276,0.003139257431030273,24.42804837226868,3.8223476409912114,0.7284728472847285,0.002600193023681641,40996,0.5,23.62868467966716,3.5345908800760903,0.002739906311035156,0.7322991447315097
155,KNeighborsClassifier,24.062082052230835,0.200162410736084,0.8509298140371926,12.184241771697998,22.395923614501953,0.215226411819458,0.8358835883588359,12.077365159988403,24.42804837226868,0.2456493377685547,0.8502850285028503,12.539244890213013,40996,0.5,23.62868467966716,0.2203460534413656,12.266950607299805,0.8456994769662929
156,SVC,14.903004169464113,5.88469386100769,0.8032393521295741,5.519880533218384,19.56840205192566,5.888533592224121,0.8088808880888089,5.46149206161499,9.002885580062868,5.576523542404175,0.7989798979897991,5.341991901397705,40996,0.75,14.491430600484215,5.783250331878662,5.441121498743694,0.803700046069394
157,LinearSVC,14.903004169464113,2.609220266342163,0.8542291541691661,0.01335906982421875,19.56840205192566,2.501321315765381,0.846984698469847,0.008435249328613281,9.002885580062868,2.8013973236083984,0.8508850885088509,0.011054515838623049,40996,0.75,14.491430600484215,2.637312968571981,0.01094961166381836,0.850699647049288
